Sequência,veiPlaca,Tipo Dispositivo,IMEI,GNSS UTC Time,Data/Hora Inclusão,Data/Hora Evento,Azimuth,delay,Latitude,Longitude,Satélites,GPS,Velocidade,Bateria (V),mrvlog,tdeID,Tipo Mensagem,Hodômetro Total
4366,SUR6A68,385349,862689070242307,2025-06-15 11:22:01,2025-06-15 11:24:07.653,2025-06-15 11:24:07,164.00000,0,-23.46771,-47.50373,16,Válido,0,13004,0,667,GTIGN,2810.10
4371,SUR6A68,385349,862689070242307,2025-06-15 11:24:16,2025-06-15 11:24:17.647,2025-06-15 11:24:17,345.00000,0,-23.46767,-47.50375,16,Válido,0,14037,0,761,GTERI,2810.10
4378,SUR6A68,385349,862689070242307,2025-06-15 11:25:40,2025-06-15 11:25:41.663,2025-06-15 11:25:41,337.00000,0,-23.46652,-47.50692,17,Válido,0,14181,0,668,GTIGF,2810.40
4379,SUR6A68,385349,862689070242307,2025-06-15 11:25:41,2025-06-15 11:25:41.787,2025-06-15 11:25:42,337.00000,-1,-23.46652,-47.50692,16,Válido,0,13757,0,760,Modo Econômico,2810.40
4384,SUR6A68,385349,862689070242307,2025-06-15 11:25:41,2025-06-15 11:29:23.637,2025-06-15 11:29:23,337.00000,0,-23.46652,-47.50692,16,Válido,0,12636,0,667,GTIGN,2810.40
4389,SUR6A68,385349,862689070242307,2025-06-15 11:29:31,2025-06-15 11:29:32.587,2025-06-15 11:29:32,87.00000,0,-23.46653,-47.50690,12,Válido,0,13629,0,761,GTERI,2810.40
4396,SUR6A68,385349,862689070242307,2025-06-15 11:31:09,2025-06-15 11:31:09.983,2025-06-15 11:31:10,181.00000,-1,-23.46932,-47.50811,16,Válido,43,14149,0,856,Aceleração Brusca,2810.70
4397,SUR6A68,385349,862689070242307,2025-06-15 11:32:23,2025-06-15 11:32:28.683,2025-06-15 11:32:28,359.00000,0,-23.47176,-47.50540,16,Válido,4,14133,0,761,GTERI,2811.30
4398,SUR6A68,385349,862689070242307,2025-06-15 11:32:52,2025-06-15 11:32:53.467,2025-06-15 11:32:53,49.00000,0,-23.47127,-47.50533,15,Válido,0,14101,0,668,GTIGF,2811.40
4399,SUR6A68,385349,862689070242307,2025-06-15 11:32:53,2025-06-15 11:32:54.003,2025-06-15 11:32:54,49.00000,0,-23.47127,-47.50533,15,Válido,0,14101,0,760,Modo Econômico,2811.40
4404,SUR6A68,385349,862689070242307,2025-06-15 11:32:53,2025-06-15 11:44:31.640,2025-06-15 11:44:31,49.00000,0,-23.47127,-47.50533,15,Válido,0,12980,0,667,GTIGN,2811.40
4415,SUR6A68,385349,862689070242307,2025-06-15 11:44:39,2025-06-15 11:44:41.000,2025-06-15 11:44:40,0.00000,1,-23.47134,-47.50526,11,Válido,0,12380,0,761,GTERI,2811.40
4416,SUR6A68,385349,862689070242307,2025-06-15 11:47:33,2025-06-15 11:47:43.343,2025-06-15 11:47:38,280.00000,5,-23.47449,-47.50153,14,Válido,19,13901,0,761,GTERI,2812.30
4417,SUR6A68,385349,862689070242307,2025-06-15 11:47:42,2025-06-15 11:47:43.697,2025-06-15 11:47:43,297.00000,0,-23.47435,-47.50192,13,Válido,0,13877,0,668,GTIGF,2812.30
4418,SUR6A68,385349,862689070242307,2025-06-15 11:47:43,2025-06-15 11:47:44.150,2025-06-15 11:47:44,297.00000,0,-23.47435,-47.50192,14,Válido,0,13797,0,760,Modo Econômico,2812.30
4423,SUR6A68,385349,862689070242307,2025-06-15 11:47:43,2025-06-15 11:49:52.403,2025-06-15 11:49:51,297.00000,1,-23.47435,-47.50192,14,Válido,0,13036,0,667,GTIGN,2812.30
4428,SUR6A68,385349,862689070242307,2025-06-15 11:49:58,2025-06-15 11:49:59.620,2025-06-15 11:49:59,341.00000,0,-23.47436,-47.50191,13,Válido,0,12372,0,761,GTERI,2812.30
4435,SUR6A68,385349,862689070242307,2025-06-15 11:51:42,2025-06-15 11:51:43.667,2025-06-15 11:51:43,348.00000,0,-23.47125,-47.50537,17,Válido,0,13933,0,668,GTIGF,2812.80
4436,SUR6A68,385349,862689070242307,2025-06-15 11:51:43,2025-06-15 11:51:43.860,2025-06-15 11:51:44,348.00000,-1,-23.47125,-47.50537,16,Válido,0,13885,0,760,Modo Econômico,2812.80
4441,SUR6A68,385349,862689070242307,2025-06-15 11:51:43,2025-06-15 12:01:51.623,2025-06-15 12:01:51,348.00000,0,-23.47125,-47.50537,16,Válido,0,12964,0,667,GTIGN,2812.80
4446,SUR6A68,385349,862689070242307,2025-06-15 12:02:00,2025-06-15 12:02:01.540,2025-06-15 12:02:01,250.00000,0,-23.47125,-47.50525,10,Válido,1,12308,0,761,GTERI,2812.80
4453,SUR6A68,385349,862689070242307,2025-06-15 12:04:46,2025-06-15 12:04:47.610,2025-06-15 12:04:47,358.00000,0,-23.46768,-47.50376,17,Válido,0,13789,0,668,GTIGF,2814.00
4454,SUR6A68,385349,862689070242307,2025-06-15 12:04:47,2025-06-15 12:04:48.033,2025-06-15 12:04:48,358.00000,0,-23.46768,-47.50376,17,Válido,0,13653,0,760,Modo Econômico,2814.00
4459,SUR6A68,385349,862689070242307,2025-06-15 14:02:23,2025-06-15 14:05:04.630,2025-06-15 14:04:43,25.00000,21,-23.46762,-47.50376,10,Válido,0,12908,0,760,Modo Econômico,2814.00
4460,SUR6A68,385349,862689070242307,2025-06-15 14:02:23,2025-06-15 14:43:53.917,2025-06-15 14:43:52,25.00000,1,-23.46762,-47.50376,10,Válido,0,12820,0,667,GTIGN,2814.00
4468,SUR6A68,385349,862689070242307,2025-06-15 14:44:02,2025-06-15 14:44:08.040,2025-06-15 14:44:02,123.00000,6,-23.46732,-47.50365,8,Válido,0,12924,0,761,GTERI,2814.00
4472,SUR6A68,385349,862689070242307,2025-06-15 14:46:54,2025-06-15 14:46:59.917,2025-06-15 14:46:58,336.00000,1,-23.47179,-47.50533,14,Válido,0,14085,0,761,GTERI,2815.30
4473,SUR6A68,385349,862689070242307,2025-06-15 14:47:42,2025-06-15 14:47:43.853,2025-06-15 14:47:43,86.00000,0,-23.47137,-47.50533,14,Válido,0,14101,0,668,GTIGF,2815.30
4474,SUR6A68,385349,862689070242307,2025-06-15 14:47:43,2025-06-15 14:47:43.957,2025-06-15 14:47:44,86.00000,-1,-23.47137,-47.50533,13,Válido,0,14093,0,760,Modo Econômico,2815.30
4479,SUR6A68,385349,862689070242307,2025-06-15 15:45:18,2025-06-15 15:47:40.090,2025-06-15 15:47:39,86.00000,1,-23.47137,-47.50533,8,Válido,0,12916,0,760,Modo Econômico,2815.30
4480,SUR6A68,385349,862689070242307,2025-06-15 16:45:28,2025-06-15 16:47:40.137,2025-06-15 16:47:39,86.00000,1,-23.47137,-47.50533,10,Válido,0,12884,0,760,Modo Econômico,2815.30
4481,SUR6A68,385349,862689070242307,2025-06-15 17:45:23,2025-06-15 17:47:39.827,2025-06-15 17:47:39,86.00000,0,-23.47137,-47.50533,8,Válido,0,12876,0,760,Modo Econômico,2815.30
4482,SUR6A68,385349,862689070242307,2025-06-15 17:45:23,2025-06-15 18:37:17.877,2025-06-15 18:37:17,86.00000,0,-23.47137,-47.50533,8,Válido,0,12548,0,667,GTIGN,2815.30
4493,SUR6A68,385349,862689070242307,2025-06-15 18:37:41,2025-06-15 18:37:41.850,2025-06-15 18:37:42,88.00000,-1,-23.47130,-47.50449,8,Válido,0,13228,0,761,GTERI,2815.30
4500,SUR6A68,385349,862689070242307,2025-06-15 18:40:34,2025-06-15 18:40:40.243,2025-06-15 18:40:39,64.00000,1,-23.46885,-47.50420,12,Válido,17,13564,0,761,GTERI,2816.40
4502,SUR6A68,385349,862689070242307,2025-06-15 18:41:22,2025-06-15 18:41:23.817,2025-06-15 18:41:23,71.00000,0,-23.46772,-47.50367,13,Válido,0,14093,0,668,GTIGF,2816.50
4503,SUR6A68,385349,862689070242307,2025-06-15 18:41:23,2025-06-15 18:41:23.947,2025-06-15 18:41:24,71.00000,-1,-23.46772,-47.50367,12,Válido,0,14069,0,760,Modo Econômico,2816.50
4508,SUR6A68,385349,862689070242307,2025-06-15 18:41:23,2025-06-15 18:44:49.877,2025-06-15 18:44:49,71.00000,0,-23.46772,-47.50367,12,Válido,0,12956,0,667,GTIGN,2816.50
4513,SUR6A68,385349,862689070242307,2025-06-15 18:44:57,2025-06-15 18:44:58.820,2025-06-15 18:44:58,150.00000,0,-23.46778,-47.50360,12,Válido,0,12420,0,761,GTERI,2816.50
4520,SUR6A68,385349,862689070242307,2025-06-15 18:47:50,2025-06-15 18:47:57.350,2025-06-15 18:47:54,101.00000,3,-23.46840,-47.49628,13,Válido,41,14133,0,761,GTERI,2817.40
4522,SUR6A68,385349,862689070242307,2025-06-15 18:49:56,2025-06-15 18:49:58.050,2025-06-15 18:49:57,15.00000,1,-23.46699,-47.49376,13,Válido,0,13020,0,668,GTIGF,2817.80
4523,SUR6A68,385349,862689070242307,2025-06-15 18:49:57,2025-06-15 18:49:58.040,2025-06-15 18:49:58,15.00000,0,-23.46699,-47.49376,13,Válido,0,13068,0,760,Modo Econômico,2817.80
4528,SUR6A68,385349,862689070242307,2025-06-15 18:49:57,2025-06-15 18:58:55.853,2025-06-15 18:58:55,15.00000,0,-23.46699,-47.49376,13,Válido,0,12916,0,667,GTIGN,2817.80
4533,SUR6A68,385349,862689070242307,2025-06-15 18:59:02,2025-06-15 18:59:04.090,2025-06-15 18:59:03,0.00000,1,-23.46696,-47.49384,11,Válido,0,12163,0,761,GTERI,2817.80
4540,SUR6A68,385349,862689070242307,2025-06-15 19:01:55,2025-06-15 19:02:01.400,2025-06-15 19:01:59,286.00000,2,-23.46758,-47.49731,14,Válido,19,14445,0,761,GTERI,2818.20
4541,SUR6A68,385349,862689070242307,2025-06-15 19:02:13,2025-06-15 19:02:17.177,2025-06-15 19:02:13,276.00000,4,-23.46746,-47.49812,14,Válido,0,14005,0,668,GTIGF,2818.30
4542,SUR6A68,385349,862689070242307,2025-06-15 19:02:14,2025-06-15 19:02:17.503,2025-06-15 19:02:14,276.00000,3,-23.46746,-47.49812,14,Válido,0,13725,0,760,Modo Econômico,2818.30
4547,SUR6A68,385349,862689070242307,2025-06-15 19:02:14,2025-06-15 19:06:13.587,2025-06-15 19:05:51,276.00000,22,-23.46746,-47.49812,14,Válido,0,12948,0,667,GTIGN,2818.30
4552,SUR6A68,385349,862689070242307,2025-06-15 19:05:58,2025-06-15 19:06:21.340,2025-06-15 19:05:59,334.00000,22,-23.46743,-47.49799,9,Válido,2,12388,0,761,GTERI,2818.30
4559,SUR6A68,385349,862689070242307,2025-06-15 19:08:54,2025-06-15 19:08:59.870,2025-06-15 19:08:59,237.00000,0,-23.46838,-47.50781,15,Válido,33,14613,0,761,GTERI,2819.50
4561,SUR6A68,385349,862689070242307,2025-06-15 19:11:55,2025-06-15 19:11:59.907,2025-06-15 19:11:59,59.00000,0,-23.47127,-47.50534,14,Válido,0,14045,0,761,GTERI,2820.20
4562,SUR6A68,385349,862689070242307,2025-06-15 19:14:55,2025-06-15 19:14:59.850,2025-06-15 19:14:59,66.00000,0,-23.46765,-47.50372,13,Válido,0,13965,0,761,GTERI,2821.40
4564,SUR6A68,385349,862689070242307,2025-06-15 19:17:54,2025-06-15 19:17:59.950,2025-06-15 19:17:59,66.00000,0,-23.46765,-47.50372,15,Válido,0,14093,0,761,GTERI,2821.40
4565,SUR6A68,385349,862689070242307,2025-06-15 19:20:54,2025-06-15 19:20:59.917,2025-06-15 19:20:59,346.00000,0,-23.47178,-47.50537,15,Válido,13,14069,0,761,GTERI,2822.60
4566,SUR6A68,385349,862689070242307,2025-06-15 19:21:21,2025-06-15 19:21:21.983,2025-06-15 19:21:21,65.00000,0,-23.47128,-47.50530,15,Válido,0,14053,0,668,GTIGF,2822.60
4567,SUR6A68,385349,862689070242307,2025-06-15 19:21:22,2025-06-15 19:21:23.167,2025-06-15 19:21:23,65.00000,0,-23.47128,-47.50530,14,Válido,0,13781,0,760,Modo Econômico,2822.60
4572,SUR6A68,385349,862689070242307,2025-06-15 20:18:58,2025-06-15 20:21:19.880,2025-06-15 20:21:19,65.00000,0,-23.47128,-47.50530,9,Válido,0,12996,0,760,Modo Econômico,2822.60
4574,SUR6A68,385349,862689070242307,2025-06-15 21:18:58,2025-06-15 21:21:19.893,2025-06-15 21:21:19,65.00000,0,-23.47128,-47.50530,9,Válido,0,12964,0,760,Modo Econômico,2822.60
4575,SUR6A68,385349,862689070242307,2025-06-15 22:18:58,2025-06-15 22:21:19.903,2025-06-15 22:21:19,65.00000,0,-23.47128,-47.50530,6,Válido,0,12940,0,760,Modo Econômico,2822.60
4576,SUR6A68,385349,862689070242307,2025-06-15 23:18:58,2025-06-15 23:21:19.913,2025-06-15 23:21:19,65.00000,0,-23.47128,-47.50530,9,Válido,0,12924,0,760,Modo Econômico,2822.60
4577,SUR6A68,385349,862689070242307,2025-06-16 00:19:00,2025-06-16 00:21:19.863,2025-06-16 00:21:19,65.00000,0,-23.47128,-47.50530,9,Válido,0,12908,0,760,Modo Econômico,2822.60
4578,SUR6A68,385349,862689070242307,2025-06-16 01:18:57,2025-06-16 01:21:19.890,2025-06-16 01:21:19,65.00000,0,-23.47128,-47.50530,8,Válido,0,12908,0,760,Modo Econômico,2822.60
4579,SUR6A68,385349,862689070242307,2025-06-16 02:18:57,2025-06-16 02:21:19.887,2025-06-16 02:21:19,65.00000,0,-23.47128,-47.50530,10,Válido,0,12900,0,760,Modo Econômico,2822.60
4580,SUR6A68,385349,862689070242307,2025-06-16 03:18:59,2025-06-16 03:21:19.823,2025-06-16 03:21:19,65.00000,0,-23.47128,-47.50530,11,Válido,0,12876,0,760,Modo Econômico,2822.60
4581,SUR6A68,385349,862689070242307,2025-06-16 04:19:15,2025-06-16 04:21:59.933,2025-06-16 04:21:19,65.00000,40,-23.47128,-47.50530,13,Válido,0,12868,0,760,Modo Econômico,2822.60
4582,SUR6A68,385349,862689070242307,2025-06-16 05:19:03,2025-06-16 05:21:19.883,2025-06-16 05:21:19,65.00000,0,-23.47128,-47.50530,7,Válido,0,11875,0,760,Modo Econômico,2822.60
4583,SUR6A68,385349,862689070242307,2025-06-16 05:19:03,2025-06-16 05:26:35.803,2025-06-16 05:26:35,65.00000,0,-23.47128,-47.50530,7,Válido,0,12756,0,667,GTIGN,2822.60
4588,SUR6A68,385349,862689070242307,2025-06-16 05:19:03,2025-06-16 05:26:45.703,2025-06-16 05:26:45,65.00000,0,-23.47128,-47.50530,0,Inválido,0,12035,0,668,GTIGF,2822.60
4589,SUR6A68,385349,862689070242307,2025-06-16 05:19:03,2025-06-16 05:26:47.693,2025-06-16 05:26:47,65.00000,0,-23.47128,-47.50530,7,Válido,0,12187,0,667,GTIGN,2822.60
4590,SUR6A68,385349,862689070242307,2025-06-16 05:27:03,2025-06-16 05:27:03.790,2025-06-16 05:27:04,290.00000,-1,-23.47108,-47.50533,11,Válido,5,13228,0,761,GTERI,2822.60
4599,SUR6A68,385349,862689070242307,2025-06-16 05:29:54,2025-06-16 05:30:22.367,2025-06-16 05:29:59,197.00000,23,-23.47436,-47.50621,14,Válido,35,14869,0,761,GTERI,2823.50
4605,SUR6A68,385349,862689070242307,2025-06-16 05:32:54,2025-06-16 05:32:59.713,2025-06-16 05:32:59,142.00000,0,-23.48540,-47.50148,14,Válido,36,13124,0,761,GTERI,2825.30
4606,SUR6A68,385349,862689070242307,2025-06-16 05:33:00,2025-06-16 05:33:01.150,2025-06-16 05:33:01,135.00000,0,-23.48590,-47.50099,15,Válido,45,13140,0,856,Aceleração Brusca,2825.40
4611,SUR6A68,385349,862689070242307,2025-06-16 05:35:33,2025-06-16 05:35:34.143,2025-06-16 05:35:34,231.00000,0,-23.50165,-47.50122,15,Válido,38,14709,0,NULL,NULL,2827.60
4612,SUR6A68,385349,862689070242307,2025-06-16 05:35:54,2025-06-16 05:35:59.697,2025-06-16 05:35:59,307.00000,0,-23.50119,-47.50273,16,Válido,0,14101,0,761,GTERI,2827.80
4615,SUR6A68,385349,862689070242307,2025-06-16 05:38:54,2025-06-16 05:38:59.880,2025-06-16 05:38:59,327.00000,0,-23.50329,-47.51534,18,Válido,20,13156,0,761,GTERI,2829.60
4618,SUR6A68,385349,862689070242307,2025-06-16 05:39:57,2025-06-16 05:39:57.873,2025-06-16 05:39:58,271.00000,-1,-23.50298,-47.52051,17,Válido,3,14853,0,855,Frenagem Brusca,2830.10
4619,SUR6A68,385349,862689070242307,2025-06-16 05:40:05,2025-06-16 05:40:06.020,2025-06-16 05:40:06,271.00000,0,-23.50298,-47.52050,17,Válido,0,14061,0,855,Frenagem Brusca,2830.10
4620,SUR6A68,385349,862689070242307,2025-06-16 05:40:39,2025-06-16 05:40:40.027,2025-06-16 05:40:40,269.00000,0,-23.50297,-47.52135,17,Válido,23,14133,0,856,Aceleração Brusca,2830.20
4623,SUR6A68,385349,862689070242307,2025-06-16 05:41:54,2025-06-16 05:41:59.707,2025-06-16 05:41:59,326.00000,0,-23.49850,-47.52788,18,Válido,28,13164,0,761,GTERI,2831.10
4627,SUR6A68,385349,862689070242307,2025-06-16 05:43:24,2025-06-16 05:43:25.120,2025-06-16 05:43:25,263.00000,0,-23.49783,-47.53798,18,Válido,56,13332,0,855,Frenagem Brusca,2832.30
4629,SUR6A68,385349,862689070242307,2025-06-16 05:44:54,2025-06-16 05:44:59.653,2025-06-16 05:44:59,282.00000,0,-23.49545,-47.55026,17,Válido,60,14301,0,761,GTERI,2833.60
4631,SUR6A68,385349,862689070242307,2025-06-16 05:47:54,2025-06-16 05:47:59.880,2025-06-16 05:47:59,187.00000,0,-23.49629,-47.57330,18,Válido,30,13556,0,761,GTERI,2836.10
4634,SUR6A68,385349,862689070242307,2025-06-16 05:48:42,2025-06-16 05:49:12.423,2025-06-16 05:48:43,185.00000,29,-23.50412,-47.57398,18,Válido,21,14045,0,855,Frenagem Brusca,2836.90
4636,SUR6A68,385349,862689070242307,2025-06-16 05:48:50,2025-06-16 05:49:13.403,2025-06-16 05:48:51,184.00000,22,-23.50500,-47.57403,17,Válido,56,13148,0,855,Frenagem Brusca,2837.00
4637,SUR6A68,385349,862689070242307,2025-06-16 05:49:24,2025-06-16 05:49:24.913,2025-06-16 05:49:25,184.00000,-1,-23.50926,-47.57442,18,Válido,63,13500,0,855,Frenagem Brusca,2837.50
4639,SUR6A68,385349,862689070242307,2025-06-16 05:50:55,2025-06-16 05:50:59.880,2025-06-16 05:50:59,253.00000,0,-23.51667,-47.58563,17,Válido,78,13468,0,761,GTERI,2839.10
4644,SUR6A68,385349,862689070242307,2025-06-16 05:53:54,2025-06-16 05:53:59.690,2025-06-16 05:53:59,40.00000,0,-23.50969,-47.60355,16,Válido,41,14141,0,761,GTERI,2841.70
4646,SUR6A68,385349,862689070242307,2025-06-16 05:56:54,2025-06-16 05:56:59.860,2025-06-16 05:56:59,315.00000,0,-23.50801,-47.60253,16,Válido,0,14133,0,761,GTERI,2841.90
4647,SUR6A68,385349,862689070242307,2025-06-16 05:59:54,2025-06-16 05:59:59.810,2025-06-16 05:59:59,315.00000,0,-23.50801,-47.60253,18,Válido,0,14085,0,761,GTERI,2841.90
4651,SUR6A68,385349,862689070242307,2025-06-16 06:02:54,2025-06-16 06:02:59.900,2025-06-16 06:02:59,185.00000,0,-23.51858,-47.59683,17,Válido,36,14557,0,761,GTERI,2843.80
4653,SUR6A68,385349,862689070242307,2025-06-16 06:05:54,2025-06-16 06:05:59.707,2025-06-16 06:05:59,73.00000,0,-23.51044,-47.56279,18,Válido,55,13156,0,761,GTERI,2847.90
4656,SUR6A68,385349,862689070242307,2025-06-16 06:08:54,2025-06-16 06:08:59.880,2025-06-16 06:08:59,96.00000,0,-23.52631,-47.52309,17,Válido,95,13172,0,761,GTERI,2852.70
4658,SUR6A68,385349,862689070242307,2025-06-16 06:11:54,2025-06-16 06:11:59.723,2025-06-16 06:11:59,77.00000,0,-23.53227,-47.47884,16,Válido,107,14229,0,761,GTERI,2857.90
4661,SUR6A68,385349,862689070242307,2025-06-16 06:14:54,2025-06-16 06:14:59.843,2025-06-16 06:14:59,46.00000,0,-23.51859,-47.43348,13,Válido,102,14125,0,761,GTERI,2862.90
4664,SUR6A68,385349,862689070242307,2025-06-16 06:17:54,2025-06-16 06:18:38.483,2025-06-16 06:17:59,98.00000,39,-23.49474,-47.39880,15,Válido,68,13597,0,761,GTERI,2867.30
4668,SUR6A68,385349,862689070242307,2025-06-16 06:20:55,2025-06-16 06:20:59.703,2025-06-16 06:20:59,24.00000,0,-23.46499,-47.38156,14,Válido,94,13372,0,761,GTERI,2871.90
4671,SUR6A68,385349,862689070242307,2025-06-16 06:23:54,2025-06-16 06:23:59.873,2025-06-16 06:23:59,55.00000,0,-23.43911,-47.37852,15,Válido,82,13164,0,761,GTERI,2875.40
4675,SUR6A68,385349,862689070242307,2025-06-16 06:26:54,2025-06-16 06:26:59.883,2025-06-16 06:26:59,52.00000,0,-23.42047,-47.35202,15,Válido,88,14397,0,761,GTERI,2878.80
4678,SUR6A68,385349,862689070242307,2025-06-16 06:29:54,2025-06-16 06:29:59.690,2025-06-16 06:29:59,212.00000,0,-23.39831,-47.33574,16,Válido,87,14942,0,761,GTERI,2882.50
4683,SUR6A68,385349,862689070242307,2025-06-16 06:32:54,2025-06-16 06:32:59.790,2025-06-16 06:32:59,287.00000,0,-23.38458,-47.38344,17,Válido,109,14133,0,761,GTERI,2887.70
4687,SUR6A68,385349,862689070242307,2025-06-16 06:35:54,2025-06-16 06:35:59.713,2025-06-16 06:35:59,280.00000,0,-23.37370,-47.43510,17,Válido,109,14157,0,761,GTERI,2893.20
4689,SUR6A68,385349,862689070242307,2025-06-16 06:38:54,2025-06-16 06:38:59.880,2025-06-16 06:38:59,287.00000,0,-23.36147,-47.48526,17,Válido,114,14157,0,761,GTERI,2898.50
4696,SUR6A68,385349,862689070242307,2025-06-16 06:41:54,2025-06-16 06:42:00.277,2025-06-16 06:41:59,356.00000,1,-23.34174,-47.52931,17,Válido,58,14397,0,761,GTERI,2903.50
4702,SUR6A68,385349,862689070242307,2025-06-16 06:44:54,2025-06-16 06:46:56.990,2025-06-16 06:44:59,351.00000,117,-23.30637,-47.53356,17,Válido,79,14189,1,761,GTERI,2907.50
4708,SUR6A68,385349,862689070242307,2025-06-16 06:47:54,2025-06-16 06:50:19.113,2025-06-16 06:47:59,20.00000,140,-23.27424,-47.52265,17,Válido,73,13516,1,761,GTERI,2911.30
4712,SUR6A68,385349,862689070242307,2025-06-16 06:50:54,2025-06-16 06:51:00.050,2025-06-16 06:50:59,348.00000,1,-23.23904,-47.51765,17,Válido,76,13388,0,761,GTERI,2915.40
4717,SUR6A68,385349,862689070242307,2025-06-16 06:53:55,2025-06-16 06:54:00.557,2025-06-16 06:53:59,251.00000,1,-23.22679,-47.50942,16,Válido,0,14125,0,761,GTERI,2918.20
4718,SUR6A68,385349,862689070242307,2025-06-16 06:54:30,2025-06-16 06:54:32.463,2025-06-16 06:54:31,55.00000,1,-23.22649,-47.50956,17,Válido,0,14101,0,668,GTIGF,2918.30
4719,SUR6A68,385349,862689070242307,2025-06-16 06:54:31,2025-06-16 06:54:33.797,2025-06-16 06:54:32,55.00000,1,-23.22649,-47.50956,17,Válido,0,14101,0,760,Modo Econômico,2918.30
4724,SUR6A68,385349,862689070242307,2025-06-16 06:54:31,2025-06-16 07:49:31.973,2025-06-16 07:49:31,55.00000,0,-23.22649,-47.50956,17,Válido,0,12932,0,667,GTIGN,2918.30
4729,SUR6A68,385349,862689070242307,2025-06-16 07:49:39,2025-06-16 07:49:40.423,2025-06-16 07:49:40,172.00000,0,-23.22667,-47.50965,8,Válido,0,12348,0,761,GTERI,2918.30
4736,SUR6A68,385349,862689070242307,2025-06-16 07:52:35,2025-06-16 07:52:40.160,2025-06-16 07:52:39,334.00000,1,-23.23262,-47.51860,15,Válido,15,13725,0,761,GTERI,2919.70
4737,SUR6A68,385349,862689070242307,2025-06-16 07:53:32,2025-06-16 07:53:33.000,2025-06-16 07:53:33,98.00000,0,-23.23381,-47.51604,14,Válido,75,13180,0,856,Aceleração Brusca,2920.30
4739,SUR6A68,385349,862689070242307,2025-06-16 07:55:09,2025-06-16 07:55:10.890,2025-06-16 07:55:10,0.00000,0,-23.22263,-47.50938,13,Válido,25,13805,0,NULL,NULL,2922.10
4740,SUR6A68,385349,862689070242307,2025-06-16 07:55:35,2025-06-16 07:56:05.597,2025-06-16 07:55:39,358.00000,26,-23.22007,-47.50939,14,Válido,59,14125,0,761,GTERI,2922.40
4741,SUR6A68,385349,862689070242307,2025-06-16 07:58:35,2025-06-16 07:58:39.843,2025-06-16 07:58:39,320.00000,0,-23.20165,-47.51488,14,Válido,46,14261,0,761,GTERI,2925.20
4742,SUR6A68,385349,862689070242307,2025-06-16 08:00:40,2025-06-16 08:00:41.983,2025-06-16 08:00:41,21.00000,0,-23.19451,-47.51519,15,Válido,0,14061,0,668,GTIGF,2926.10
4743,SUR6A68,385349,862689070242307,2025-06-16 08:00:41,2025-06-16 08:00:42.323,2025-06-16 08:00:42,21.00000,0,-23.19451,-47.51519,15,Válido,0,13420,0,760,Modo Econômico,2926.10
4748,SUR6A68,385349,862689070242307,2025-06-16 08:00:41,2025-06-16 08:27:27.870,2025-06-16 08:27:27,21.00000,0,-23.19451,-47.51519,15,Válido,0,12900,0,667,GTIGN,2926.10
4753,SUR6A68,385349,862689070242307,2025-06-16 08:27:34,2025-06-16 08:27:35.847,2025-06-16 08:27:36,256.00000,-1,-23.19455,-47.51516,13,Válido,0,12300,0,761,GTERI,2926.10
4760,SUR6A68,385349,862689070242307,2025-06-16 08:30:29,2025-06-16 08:30:34.797,2025-06-16 08:30:34,207.00000,0,-23.20005,-47.51592,14,Válido,0,14053,0,761,GTERI,2926.70
4762,SUR6A68,385349,862689070242307,2025-06-16 08:33:29,2025-06-16 08:33:36.167,2025-06-16 08:33:34,162.00000,2,-23.21244,-47.50464,15,Válido,28,14157,0,761,GTERI,2928.70
4763,SUR6A68,385349,862689070242307,2025-06-16 08:36:29,2025-06-16 08:36:34.843,2025-06-16 08:36:34,173.00000,0,-23.23527,-47.51848,14,Válido,64,13172,0,761,GTERI,2932.30
4764,SUR6A68,385349,862689070242307,2025-06-16 08:39:32,2025-06-16 08:39:33.903,2025-06-16 08:39:33,4.00000,0,-23.23647,-47.51595,15,Válido,0,14045,0,668,GTIGF,2933.70
4765,SUR6A68,385349,862689070242307,2025-06-16 08:39:33,2025-06-16 08:39:34.000,2025-06-16 08:39:34,4.00000,0,-23.23647,-47.51595,14,Válido,0,13797,0,760,Modo Econômico,2933.70
4770,SUR6A68,385349,862689070242307,2025-06-16 08:39:33,2025-06-16 08:44:47.817,2025-06-16 08:44:47,4.00000,0,-23.23647,-47.51595,14,Válido,0,12996,0,667,GTIGN,2933.70
4775,SUR6A68,385349,862689070242307,2025-06-16 08:44:54,2025-06-16 08:44:55.790,2025-06-16 08:44:55,0.00000,0,-23.23655,-47.51593,12,Válido,0,12187,0,761,GTERI,2933.70
4782,SUR6A68,385349,862689070242307,2025-06-16 08:47:49,2025-06-16 08:47:54.920,2025-06-16 08:47:54,145.00000,0,-23.22687,-47.50845,16,Válido,36,12964,0,761,GTERI,2935.80
4784,SUR6A68,385349,862689070242307,2025-06-16 08:48:54,2025-06-16 08:48:55.767,2025-06-16 08:48:55,88.00000,0,-23.22922,-47.50615,17,Válido,0,14021,0,668,GTIGF,2936.20
4785,SUR6A68,385349,862689070242307,2025-06-16 08:48:55,2025-06-16 08:48:55.987,2025-06-16 08:48:56,88.00000,-1,-23.22922,-47.50615,17,Válido,0,14077,0,760,Modo Econômico,2936.20
