Sequência,veiPlaca,Tipo Dispositivo,IMEI,GNSS UTC Time,Data/Hora Inclusão,Data/Hora Evento,Azimuth,delay,Latitude,Longitude,Satélites,GPS,Velocidade,Bateria (V),mrvlog,tdeID,Tipo Mensagem,Hodômetro Total
367,SUR6A68,385349,862689070242307,2025-06-13 12:42:02,2025-06-13 12:42:07.863,2025-06-13 12:42:07,178.00000,0,-23.03964,-47.53900,19,Válido,19,12572,0,761,GTERI,2546.40
368,SUR6A68,385349,862689070242307,2025-06-13 12:45:02,2025-06-13 12:50:15.167,2025-06-13 12:45:07,177.00000,308,-23.07222,-47.52251,19,Válido,87,13981,1,761,GTERI,2550.70
369,SUR6A68,385349,862689070242307,2025-06-13 12:48:02,2025-06-13 12:53:30.070,2025-06-13 12:48:07,195.00000,323,-23.10200,-47.53021,19,Válido,59,12580,1,761,GTERI,2554.10
370,SUR6A68,385349,862689070242307,2025-06-13 12:51:03,2025-06-13 12:53:30.533,2025-06-13 12:51:07,210.00000,143,-23.12165,-47.54121,18,Válido,63,14149,1,761,GTERI,2556.60
371,SUR6A68,385349,862689070242307,2025-06-13 12:53:59,2025-06-13 12:54:33.650,2025-06-13 12:53:59,189.00000,34,-23.15218,-47.54217,18,Válido,86,12420,0,761,GTERI,2559.90
372,SUR6A68,385349,862689070242307,2025-06-13 12:56:52,2025-06-13 12:56:57.720,2025-06-13 12:56:56,153.00000,1,-23.18255,-47.52733,19,Válido,65,14365,0,761,GTERI,2563.70
373,SUR6A68,385349,862689070242307,2025-06-13 12:59:52,2025-06-13 12:59:57.773,2025-06-13 12:59:56,139.00000,1,-23.19715,-47.51878,18,Válido,50,13909,0,761,GTERI,2565.70
374,SUR6A68,385349,862689070242307,2025-06-13 13:01:18,2025-06-13 13:01:19.123,2025-06-13 13:01:18,143.00000,1,-23.20029,-47.51606,19,Válido,29,12364,0,856,Aceleração Brusca,2566.10
375,SUR6A68,385349,862689070242307,2025-06-13 13:02:52,2025-06-13 13:02:57.727,2025-06-13 13:02:56,126.00000,1,-23.20874,-47.50595,17,Válido,47,14525,0,761,GTERI,2567.60
376,SUR6A68,385349,862689070242307,2025-06-13 13:05:50,2025-06-13 13:05:51.720,2025-06-13 13:05:50,336.00000,1,-23.22670,-47.50963,17,Válido,0,12316,0,668,GTIGF,2569.80
377,SUR6A68,385349,862689070242307,2025-06-13 13:05:51,2025-06-13 13:05:51.870,2025-06-13 13:05:51,336.00000,0,-23.22670,-47.50963,19,Válido,0,12340,0,760,Modo Econômico,2569.80
378,SUR6A68,385349,862689070242307,2025-06-13 13:05:51,2025-06-13 14:03:13.720,2025-06-13 14:03:12,336.00000,1,-23.22670,-47.50963,19,Válido,0,12147,0,667,GTIGN,2569.80
379,SUR6A68,385349,862689070242307,2025-06-13 14:03:22,2025-06-13 14:03:23.140,2025-06-13 14:03:22,229.00000,1,-23.22677,-47.50962,8,Válido,0,12356,0,761,GTERI,2569.80
380,SUR6A68,385349,862689070242307,2025-06-13 14:06:17,2025-06-13 14:06:22.770,2025-06-13 14:06:21,171.00000,1,-23.23629,-47.51836,19,Válido,65,12676,0,761,GTERI,2571.80
381,SUR6A68,385349,862689070242307,2025-06-13 14:07:08,2025-06-13 14:07:09.960,2025-06-13 14:07:08,20.00000,1,-23.24015,-47.51705,19,Válido,0,12620,0,668,GTIGF,2572.20
382,SUR6A68,385349,862689070242307,2025-06-13 14:07:09,2025-06-13 14:07:10.400,2025-06-13 14:07:09,20.00000,1,-23.24015,-47.51705,19,Válido,0,12604,0,760,Modo Econômico,2572.20
383,SUR6A68,385349,862689070242307,2025-06-13 14:07:09,2025-06-13 14:11:21.710,2025-06-13 14:11:20,20.00000,1,-23.24015,-47.51705,19,Válido,0,12828,0,667,GTIGN,2572.20
384,SUR6A68,385349,862689070242307,2025-06-13 14:11:30,2025-06-13 14:11:31.700,2025-06-13 14:11:30,0.00000,1,-23.24004,-47.51699,19,Válido,0,12356,0,761,GTERI,2572.20
385,SUR6A68,385349,862689070242307,2025-06-13 14:13:22,2025-06-13 14:13:23.077,2025-06-13 14:13:22,180.00000,1,-23.24009,-47.51783,20,Válido,64,12364,0,856,Aceleração Brusca,2572.50
386,SUR6A68,385349,862689070242307,2025-06-13 14:14:22,2025-06-13 14:14:27.767,2025-06-13 14:14:26,357.00000,1,-23.24141,-47.51741,20,Válido,86,14341,0,761,GTERI,2573.80
387,SUR6A68,385349,862689070242307,2025-06-13 14:15:57,2025-06-13 14:15:58.527,2025-06-13 14:15:57,17.00000,1,-23.22757,-47.50914,18,Válido,52,14277,0,855,Frenagem Brusca,2575.90
388,SUR6A68,385349,862689070242307,2025-06-13 14:17:22,2025-06-13 14:17:27.707,2025-06-13 14:17:26,220.00000,1,-23.22682,-47.50938,20,Válido,19,12364,0,761,GTERI,2576.90
389,SUR6A68,385349,862689070242307,2025-06-13 14:17:44,2025-06-13 14:17:45.627,2025-06-13 14:17:44,336.00000,1,-23.22665,-47.50958,20,Válido,0,12612,0,668,GTIGF,2576.90
390,SUR6A68,385349,862689070242307,2025-06-13 14:17:45,2025-06-13 14:17:45.783,2025-06-13 14:17:45,336.00000,0,-23.22665,-47.50958,20,Válido,0,12572,0,760,Modo Econômico,2576.90
391,SUR6A68,385349,862689070242307,2025-06-13 14:17:45,2025-06-13 14:17:49.640,2025-06-13 14:17:48,336.00000,1,-23.22665,-47.50958,20,Válido,0,12556,0,667,GTIGN,2576.90
392,SUR6A68,385349,862689070242307,2025-06-13 14:17:56,2025-06-13 14:17:56.667,2025-06-13 14:17:55,228.00000,1,-23.22674,-47.50962,19,Válido,9,12356,0,761,GTERI,2576.90
393,SUR6A68,385349,862689070242307,2025-06-13 14:17:58,2025-06-13 14:17:59.607,2025-06-13 14:17:58,263.00000,1,-23.22676,-47.50965,17,Válido,2,12324,0,668,GTIGF,2576.90
394,SUR6A68,385349,862689070242307,2025-06-13 14:17:59,2025-06-13 14:17:59.747,2025-06-13 14:17:58,263.00000,1,-23.22676,-47.50965,18,Válido,0,12324,0,760,Modo Econômico,2576.90
395,SUR6A68,385349,862689070242307,2025-06-13 14:17:59,2025-06-13 14:21:55.823,2025-06-13 14:21:54,263.00000,1,-23.22676,-47.50965,18,Válido,2,12668,0,667,GTIGN,2576.90
396,SUR6A68,385349,862689070242307,2025-06-13 14:22:02,2025-06-13 14:22:04.273,2025-06-13 14:22:02,176.00000,2,-23.22679,-47.50966,15,Válido,0,11907,0,761,GTERI,2576.90
397,SUR6A68,385349,862689070242307,2025-06-13 14:23:57,2025-06-13 14:23:58.120,2025-06-13 14:23:57,167.00000,1,-23.23338,-47.51874,18,Válido,33,14325,0,855,Frenagem Brusca,2578.50
398,SUR6A68,385349,862689070242307,2025-06-13 14:24:57,2025-06-13 14:25:02.763,2025-06-13 14:25:01,182.00000,1,-23.24412,-47.51730,18,Válido,110,12860,0,761,GTERI,2579.90
399,SUR6A68,385349,862689070242307,2025-06-13 14:27:57,2025-06-13 14:28:03.330,2025-06-13 14:28:01,200.00000,2,-23.28643,-47.52773,18,Válido,69,13588,0,761,GTERI,2584.70
400,SUR6A68,385349,862689070242307,2025-06-13 14:30:57,2025-06-13 14:31:06.807,2025-06-13 14:31:01,180.00000,5,-23.32936,-47.52923,18,Válido,98,12684,0,761,GTERI,2589.70
401,SUR6A68,385349,862689070242307,2025-06-13 14:33:57,2025-06-13 14:36:22.810,2025-06-13 14:34:02,117.00000,140,-23.35124,-47.51493,18,Válido,90,12564,1,761,GTERI,2593.40
402,SUR6A68,385349,862689070242307,2025-06-13 14:36:02,2025-06-13 14:36:23.373,2025-06-13 14:36:03,107.00000,20,-23.36185,-47.48536,18,Válido,122,12436,0,737,Velocidade máxima excedida,2596.60
403,SUR6A68,385349,862689070242307,2025-06-13 14:36:04,2025-06-13 14:36:23.870,2025-06-13 14:36:05,107.00000,18,-23.36202,-47.48476,18,Válido,113,12452,0,871,Retorno à velocidade normal,2596.70
404,SUR6A68,385349,862689070242307,2025-06-13 14:36:57,2025-06-13 14:37:02.793,2025-06-13 14:37:02,107.00000,0,-23.36659,-47.46907,18,Válido,117,12612,0,761,GTERI,2598.50
405,SUR6A68,385349,862689070242307,2025-06-13 14:38:26,2025-06-13 14:38:29.170,2025-06-13 14:38:27,100.00000,2,-23.37288,-47.44210,17,Válido,122,14189,0,737,Velocidade máxima excedida,2601.20
406,SUR6A68,385349,862689070242307,2025-06-13 14:38:39,2025-06-13 14:38:40.037,2025-06-13 14:38:40,101.00000,0,-23.37367,-47.43782,18,Válido,112,14525,0,871,Retorno à velocidade normal,2601.60
407,SUR6A68,385349,862689070242307,2025-06-13 14:39:21,2025-06-13 14:39:22.453,2025-06-13 14:39:22,100.00000,0,-23.37581,-47.42517,18,Válido,121,12444,0,737,Velocidade máxima excedida,2602.90
408,SUR6A68,385349,862689070242307,2025-06-13 14:39:23,2025-06-13 14:39:24.183,2025-06-13 14:39:24,100.00000,0,-23.37592,-47.42454,17,Válido,112,13124,0,871,Retorno à velocidade normal,2603.00
409,SUR6A68,385349,862689070242307,2025-06-13 14:39:57,2025-06-13 14:41:24.380,2025-06-13 14:40:02,100.00000,82,-23.37770,-47.41429,17,Válido,114,12532,1,761,GTERI,2604.20
410,SUR6A68,385349,862689070242307,2025-06-13 14:42:57,2025-06-13 14:43:03.587,2025-06-13 14:43:02,112.00000,1,-23.39094,-47.36376,18,Válido,85,14485,0,761,GTERI,2609.50
411,SUR6A68,385349,862689070242307,2025-06-13 14:44:14,2025-06-13 14:44:21.910,2025-06-13 14:44:15,110.00000,6,-23.39840,-47.34392,18,Válido,121,12716,0,737,Velocidade máxima excedida,2611.60
412,SUR6A68,385349,862689070242307,2025-06-13 14:44:16,2025-06-13 14:44:23.410,2025-06-13 14:44:17,109.00000,6,-23.39860,-47.34333,18,Válido,111,13012,0,871,Retorno à velocidade normal,2611.70
413,SUR6A68,385349,862689070242307,2025-06-13 14:45:57,2025-06-13 14:47:03.250,2025-06-13 14:46:02,98.00000,61,-23.40439,-47.31447,18,Válido,83,13733,1,761,GTERI,2614.80
414,SUR6A68,385349,862689070242307,2025-06-13 14:48:57,2025-06-13 14:49:02.607,2025-06-13 14:49:02,117.00000,0,-23.41392,-47.27154,18,Válido,111,12572,0,761,GTERI,2619.40
415,SUR6A68,385349,862689070242307,2025-06-13 14:50:36,2025-06-13 14:50:37.630,2025-06-13 14:50:37,123.00000,0,-23.42119,-47.24885,19,Válido,121,12644,0,737,Velocidade máxima excedida,2621.80
416,SUR6A68,385349,862689070242307,2025-06-13 14:50:38,2025-06-13 14:50:38.980,2025-06-13 14:50:39,121.00000,-1,-23.42150,-47.24830,18,Válido,118,12604,0,871,Retorno à velocidade normal,2621.90
417,SUR6A68,385349,862689070242307,2025-06-13 14:51:57,2025-06-13 14:52:02.920,2025-06-13 14:52:02,75.00000,0,-23.42019,-47.22461,18,Válido,117,14525,0,761,GTERI,2624.50
418,SUR6A68,385349,862689070242307,2025-06-13 14:54:15,2025-06-13 14:54:24.813,2025-06-13 14:54:16,94.00000,8,-23.42098,-47.18279,18,Válido,120,13044,0,737,Velocidade máxima excedida,2628.70
419,SUR6A68,385349,862689070242307,2025-06-13 14:54:21,2025-06-13 14:54:24.880,2025-06-13 14:54:22,95.00000,2,-23.42114,-47.18085,18,Válido,114,13220,0,871,Retorno à velocidade normal,2628.90
420,SUR6A68,385349,862689070242307,2025-06-13 14:54:57,2025-06-13 14:55:02.567,2025-06-13 14:55:02,94.00000,0,-23.42193,-47.16990,17,Válido,111,12508,0,761,GTERI,2630.20
421,SUR6A68,385349,862689070242307,2025-06-13 14:56:51,2025-06-13 14:56:51.757,2025-06-13 14:56:52,22.00000,-1,-23.42743,-47.14374,19,Válido,44,14469,0,855,Frenagem Brusca,2633.00
422,SUR6A68,385349,862689070242307,2025-06-13 14:57:25,2025-06-13 14:57:25.830,2025-06-13 14:57:26,291.00000,-1,-23.42572,-47.14497,19,Válido,58,13212,0,856,Aceleração Brusca,2633.40
423,SUR6A68,385349,862689070242307,2025-06-13 14:57:57,2025-06-13 14:58:04.803,2025-06-13 14:58:02,275.00000,2,-23.42297,-47.15230,17,Válido,98,13444,0,761,GTERI,2634.30
424,SUR6A68,385349,862689070242307,2025-06-13 14:59:34,2025-06-13 14:59:35.173,2025-06-13 14:59:35,291.00000,0,-23.41870,-47.16212,17,Válido,46,12484,0,855,Frenagem Brusca,2635.60
425,SUR6A68,385349,862689070242307,2025-06-13 15:00:57,2025-06-13 15:01:03.240,2025-06-13 15:01:02,143.00000,1,-23.41872,-47.16300,19,Válido,0,12292,0,761,GTERI,2635.80
426,SUR6A68,385349,862689070242307,2025-06-13 15:03:57,2025-06-13 15:04:02.983,2025-06-13 15:04:02,192.00000,0,-23.42118,-47.16755,19,Válido,17,12420,0,761,GTERI,2636.90
427,SUR6A68,385349,862689070242307,2025-06-13 15:06:57,2025-06-13 15:07:02.900,2025-06-13 15:07:02,274.00000,0,-23.41928,-47.20128,19,Válido,88,14501,0,761,GTERI,2641.60
428,SUR6A68,385349,862689070242307,2025-06-13 15:07:28,2025-06-13 15:07:30.380,2025-06-13 15:07:29,257.00000,1,-23.41842,-47.20724,20,Válido,33,13981,0,855,Frenagem Brusca,2642.20
429,SUR6A68,385349,862689070242307,2025-06-13 15:07:39,2025-06-13 15:08:12.577,2025-06-13 15:07:40,194.00000,32,-23.41953,-47.20745,20,Válido,37,14021,0,855,Frenagem Brusca,2642.30
430,SUR6A68,385349,862689070242307,2025-06-13 15:09:57,2025-06-13 15:10:03.390,2025-06-13 15:10:02,94.00000,1,-23.42152,-47.17576,19,Válido,115,14469,0,761,GTERI,2646.10
431,SUR6A68,385349,862689070242307,2025-06-13 15:12:24,2025-06-13 15:12:25.120,2025-06-13 15:12:25,102.00000,0,-23.42907,-47.13179,18,Válido,121,13709,0,737,Velocidade máxima excedida,2650.70
432,SUR6A68,385349,862689070242307,2025-06-13 15:12:26,2025-06-13 15:12:27.117,2025-06-13 15:12:27,106.00000,0,-23.42924,-47.13115,18,Válido,117,13556,0,871,Retorno à velocidade normal,2650.70
433,SUR6A68,385349,862689070242307,2025-06-13 15:12:57,2025-06-13 15:13:03.150,2025-06-13 15:13:02,125.00000,1,-23.43401,-47.12302,19,Válido,111,12396,0,761,GTERI,2651.80
434,SUR6A68,385349,862689070242307,2025-06-13 15:15:57,2025-06-13 15:16:02.847,2025-06-13 15:16:02,103.00000,0,-23.43754,-47.07039,20,Válido,116,12340,0,761,GTERI,2657.40
435,SUR6A68,385349,862689070242307,2025-06-13 15:18:11,2025-06-13 15:18:12.170,2025-06-13 15:18:12,76.00000,0,-23.46001,-47.04438,20,Válido,44,13092,0,855,Frenagem Brusca,2661.10
436,SUR6A68,385349,862689070242307,2025-06-13 15:18:57,2025-06-13 15:19:10.797,2025-06-13 15:19:02,94.00000,8,-23.46282,-47.03564,19,Válido,86,12316,0,761,GTERI,2662.10
437,SUR6A68,385349,862689070242307,2025-06-13 15:21:57,2025-06-13 15:22:02.747,2025-06-13 15:22:02,129.00000,0,-23.47836,-46.99841,18,Válido,86,12380,0,761,GTERI,2666.40
438,SUR6A68,385349,862689070242307,2025-06-13 15:24:57,2025-06-13 15:25:02.750,2025-06-13 15:25:02,124.00000,0,-23.50953,-46.97338,15,Válido,90,12508,0,761,GTERI,2670.70
439,SUR6A68,385349,862689070242307,2025-06-13 15:27:57,2025-06-13 15:28:12.867,2025-06-13 15:28:02,112.00000,10,-23.51811,-46.95737,20,Válido,6,12324,0,761,GTERI,2672.50
440,SUR6A68,385349,862689070242307,2025-06-13 15:30:57,2025-06-13 15:31:02.897,2025-06-13 15:31:02,102.00000,0,-23.51896,-46.95478,20,Válido,0,12324,0,761,GTERI,2672.80
441,SUR6A68,385349,862689070242307,2025-06-13 15:33:57,2025-06-13 15:34:23.063,2025-06-13 15:34:02,82.00000,21,-23.51914,-46.94827,18,Válido,0,12348,0,761,GTERI,2673.50
442,SUR6A68,385349,862689070242307,2025-06-13 15:36:57,2025-06-13 15:37:02.963,2025-06-13 15:37:02,80.00000,0,-23.51885,-46.94612,18,Válido,0,12348,0,761,GTERI,2673.70
443,SUR6A68,385349,862689070242307,2025-06-13 15:39:57,2025-06-13 15:40:10.830,2025-06-13 15:40:02,92.00000,8,-23.51855,-46.94207,15,Válido,11,13693,0,761,GTERI,2674.10
444,SUR6A68,385349,862689070242307,2025-06-13 15:42:57,2025-06-13 15:43:02.830,2025-06-13 15:43:02,72.00000,0,-23.51828,-46.93961,17,Válido,10,12380,0,761,GTERI,2674.40
445,SUR6A68,385349,862689070242307,2025-06-13 15:45:57,2025-06-13 15:48:22.913,2025-06-13 15:46:02,74.00000,140,-23.51657,-46.92798,17,Válido,23,13260,1,761,GTERI,2675.60
446,SUR6A68,385349,862689070242307,2025-06-13 15:48:57,2025-06-13 15:49:02.623,2025-06-13 15:49:02,64.00000,0,-23.51499,-46.92335,18,Válido,12,12452,0,761,GTERI,2676.10
447,SUR6A68,385349,862689070242307,2025-06-13 15:51:57,2025-06-13 15:52:03.810,2025-06-13 15:52:02,64.00000,1,-23.51236,-46.91729,17,Válido,27,13933,0,761,GTERI,2676.80
448,SUR6A68,385349,862689070242307,2025-06-13 15:54:57,2025-06-13 15:55:04.020,2025-06-13 15:55:02,71.00000,2,-23.51101,-46.91381,17,Válido,11,12732,0,761,GTERI,2677.20
449,SUR6A68,385349,862689070242307,2025-06-13 15:57:57,2025-06-13 15:58:11.557,2025-06-13 15:58:02,69.00000,9,-23.51016,-46.91089,17,Válido,0,12404,0,761,GTERI,2677.50
450,SUR6A68,385349,862689070242307,2025-06-13 16:00:57,2025-06-13 16:01:02.993,2025-06-13 16:01:02,72.00000,0,-23.50816,-46.90403,17,Válido,34,12932,0,761,GTERI,2678.30
451,SUR6A68,385349,862689070242307,2025-06-13 16:03:57,2025-06-13 16:04:02.760,2025-06-13 16:04:02,82.00000,0,-23.50583,-46.89068,14,Válido,19,12460,0,761,GTERI,2679.60
452,SUR6A68,385349,862689070242307,2025-06-13 16:06:57,2025-06-13 16:07:11.357,2025-06-13 16:07:02,89.00000,9,-23.50512,-46.88120,16,Válido,39,14405,0,761,GTERI,2680.60
453,SUR6A68,385349,862689070242307,2025-06-13 16:09:57,2025-06-13 16:10:07.060,2025-06-13 16:10:02,89.00000,5,-23.50498,-46.87316,17,Válido,45,14125,0,761,GTERI,2681.40
454,SUR6A68,385349,862689070242307,2025-06-13 16:12:57,2025-06-13 16:16:09.790,2025-06-13 16:13:02,95.00000,187,-23.50534,-46.85551,17,Válido,61,12564,1,761,GTERI,2683.30
455,SUR6A68,385349,862689070242307,2025-06-13 16:15:57,2025-06-13 16:16:11.490,2025-06-13 16:16:02,100.00000,9,-23.50897,-46.82319,18,Válido,15,12812,0,761,GTERI,2686.50
456,SUR6A68,385349,862689070242307,2025-06-13 16:18:57,2025-06-13 16:19:03.010,2025-06-13 16:19:02,92.00000,1,-23.50991,-46.81719,17,Válido,24,12420,0,761,GTERI,2687.20
457,SUR6A68,385349,862689070242307,2025-06-13 16:21:57,2025-06-13 16:22:02.753,2025-06-13 16:22:02,113.00000,0,-23.51897,-46.78599,18,Válido,87,12676,0,761,GTERI,2690.60
458,SUR6A68,385349,862689070242307,2025-06-13 16:24:57,2025-06-13 16:25:02.587,2025-06-13 16:25:02,111.00000,0,-23.52640,-46.75357,16,Válido,55,14085,0,761,GTERI,2694.10
459,SUR6A68,385349,862689070242307,2025-06-13 16:27:57,2025-06-13 16:28:02.920,2025-06-13 16:28:02,165.00000,0,-23.54447,-46.73752,15,Válido,26,13172,0,761,GTERI,2696.80
460,SUR6A68,385349,862689070242307,2025-06-13 16:29:40,2025-06-13 16:29:41.720,2025-06-13 16:29:41,38.00000,0,-23.54621,-46.73848,17,Válido,5,12428,0,668,GTIGF,2697.10
461,SUR6A68,385349,862689070242307,2025-06-13 16:29:41,2025-06-13 16:29:41.860,2025-06-13 16:29:42,38.00000,-1,-23.54621,-46.73848,17,Válido,0,12532,0,760,Modo Econômico,2697.10
462,SUR6A68,385349,862689070242307,2025-06-13 17:27:14,2025-06-13 17:29:37.867,2025-06-13 17:29:37,38.00000,0,-23.54621,-46.73848,9,Válido,0,12852,0,760,Modo Econômico,2697.10
463,SUR6A68,385349,862689070242307,2025-06-13 18:27:15,2025-06-13 18:29:46.880,2025-06-13 18:29:37,38.00000,9,-23.54621,-46.73848,10,Válido,0,12828,0,760,Modo Econômico,2697.10
464,SUR6A68,385349,862689070242307,2025-06-13 19:27:15,2025-06-13 19:30:00.020,2025-06-13 19:29:37,38.00000,23,-23.54621,-46.73848,8,Válido,0,12788,0,760,Modo Econômico,2697.10
465,SUR6A68,385349,862689070242307,2025-06-13 20:27:15,2025-06-13 20:29:38.513,2025-06-13 20:29:37,38.00000,1,-23.54621,-46.73848,9,Válido,0,12812,0,760,Modo Econômico,2697.10
466,SUR6A68,385349,862689070242307,2025-06-13 20:27:15,2025-06-13 20:32:01.863,2025-06-13 20:32:01,38.00000,0,-23.54621,-46.73848,9,Válido,0,11747,0,667,GTIGN,2697.10
467,SUR6A68,385349,862689070242307,2025-06-13 20:32:10,2025-06-13 20:32:11.693,2025-06-13 20:32:11,233.00000,0,-23.54615,-46.73839,8,Válido,7,13340,0,761,GTERI,2697.10
468,SUR6A68,385349,862689070242307,2025-06-13 20:35:02,2025-06-13 20:35:16.347,2025-06-13 20:35:07,209.00000,9,-23.54654,-46.73863,15,Válido,0,12676,0,761,GTERI,2697.10
469,SUR6A68,385349,862689070242307,2025-06-13 20:38:02,2025-06-13 20:38:07.783,2025-06-13 20:38:07,208.00000,0,-23.54844,-46.74270,13,Válido,0,12620,0,761,GTERI,2697.80
470,SUR6A68,385349,862689070242307,2025-06-13 20:41:02,2025-06-13 20:41:07.927,2025-06-13 20:41:07,323.00000,0,-23.54210,-46.74826,15,Válido,0,12636,0,761,GTERI,2698.90
471,SUR6A68,385349,862689070242307,2025-06-13 20:44:02,2025-06-13 20:44:07.953,2025-06-13 20:44:07,198.00000,0,-23.53177,-46.75953,15,Válido,22,12484,0,761,GTERI,2701.10
472,SUR6A68,385349,862689070242307,2025-06-13 20:47:02,2025-06-13 20:47:07.790,2025-06-13 20:47:07,301.00000,0,-23.53300,-46.77264,14,Válido,0,12300,0,761,GTERI,2702.80
473,SUR6A68,385349,862689070242307,2025-06-13 20:50:02,2025-06-13 20:50:08.030,2025-06-13 20:50:07,340.00000,1,-23.51962,-46.77583,15,Válido,30,13204,0,761,GTERI,2704.50
474,SUR6A68,385349,862689070242307,2025-06-13 20:53:02,2025-06-13 20:53:07.870,2025-06-13 20:53:07,289.00000,0,-23.51197,-46.80120,18,Válido,20,12388,0,761,GTERI,2707.40
475,SUR6A68,385349,862689070242307,2025-06-13 20:56:02,2025-06-13 20:56:07.903,2025-06-13 20:56:07,274.00000,0,-23.50675,-46.83554,18,Válido,12,12292,0,761,GTERI,2711.00
476,SUR6A68,385349,862689070242307,2025-06-13 20:59:02,2025-06-13 20:59:07.947,2025-06-13 20:59:07,283.00000,0,-23.50658,-46.83795,16,Válido,0,12316,0,761,GTERI,2711.20
477,SUR6A68,385349,862689070242307,2025-06-13 21:02:02,2025-06-13 21:02:16.050,2025-06-13 21:02:07,271.00000,9,-23.50640,-46.83985,17,Válido,11,12348,0,761,GTERI,2711.50
478,SUR6A68,385349,862689070242307,2025-06-13 21:05:02,2025-06-13 21:05:16.553,2025-06-13 21:05:07,277.00000,9,-23.50616,-46.84239,17,Válido,8,12324,0,761,GTERI,2711.70
479,SUR6A68,385349,862689070242307,2025-06-13 21:08:02,2025-06-13 21:08:07.807,2025-06-13 21:08:07,280.00000,0,-23.50585,-46.84599,17,Válido,4,12308,0,761,GTERI,2712.10
480,SUR6A68,385349,862689070242307,2025-06-13 21:11:02,2025-06-13 21:11:16.773,2025-06-13 21:11:07,276.00000,9,-23.50500,-46.85758,18,Válido,30,12684,0,761,GTERI,2713.30
481,SUR6A68,385349,862689070242307,2025-06-13 21:14:02,2025-06-13 21:14:07.720,2025-06-13 21:14:07,268.00000,0,-23.50489,-46.87504,17,Válido,39,14477,0,761,GTERI,2715.10
482,SUR6A68,385349,862689070242307,2025-06-13 21:17:02,2025-06-13 21:17:07.953,2025-06-13 21:17:07,252.00000,0,-23.50777,-46.90278,16,Válido,79,12428,0,761,GTERI,2718.00
483,SUR6A68,385349,862689070242307,2025-06-13 21:20:02,2025-06-13 21:20:10.860,2025-06-13 21:20:07,252.00000,3,-23.51834,-46.93986,16,Válido,28,12476,0,761,GTERI,2721.90
484,SUR6A68,385349,862689070242307,2025-06-13 21:23:02,2025-06-13 21:23:09.807,2025-06-13 21:23:07,308.00000,2,-23.50761,-46.97627,17,Válido,91,12428,0,761,GTERI,2726.10
485,SUR6A68,385349,862689070242307,2025-06-13 21:26:02,2025-06-13 21:26:17.003,2025-06-13 21:26:07,290.00000,10,-23.47167,-47.00923,18,Válido,95,12500,0,761,GTERI,2731.40
486,SUR6A68,385349,862689070242307,2025-06-13 21:29:02,2025-06-13 21:29:08.013,2025-06-13 21:29:07,319.00000,1,-23.45455,-47.05357,18,Válido,107,14573,0,761,GTERI,2736.40
487,SUR6A68,385349,862689070242307,2025-06-13 21:32:02,2025-06-13 21:32:07.900,2025-06-13 21:32:07,270.00000,0,-23.43622,-47.09145,16,Válido,110,14413,0,761,GTERI,2741.20
488,SUR6A68,385349,862689070242307,2025-06-13 21:35:02,2025-06-13 21:35:07.997,2025-06-13 21:35:07,267.00000,0,-23.42886,-47.13647,17,Válido,89,12412,0,761,GTERI,2746.10
489,SUR6A68,385349,862689070242307,2025-06-13 21:37:42,2025-06-13 21:37:42.960,2025-06-13 21:37:43,274.00000,-1,-23.42146,-47.17128,15,Válido,121,12356,0,737,Velocidade máxima excedida,2749.80
490,SUR6A68,385349,862689070242307,2025-06-13 21:37:51,2025-06-13 21:37:51.777,2025-06-13 21:37:52,274.00000,-1,-23.42126,-47.17424,16,Válido,113,13965,0,871,Retorno à velocidade normal,2750.10
491,SUR6A68,385349,862689070242307,2025-06-13 21:38:02,2025-06-13 21:38:08.587,2025-06-13 21:38:07,274.00000,1,-23.42102,-47.17769,18,Válido,114,13837,0,761,GTERI,2750.60
492,SUR6A68,385349,862689070242307,2025-06-13 21:38:11,2025-06-13 21:38:13.330,2025-06-13 21:38:12,274.00000,1,-23.42086,-47.18058,18,Válido,121,12820,0,737,Velocidade máxima excedida,2750.70
493,SUR6A68,385349,862689070242307,2025-06-13 21:38:21,2025-06-13 21:39:42.560,2025-06-13 21:38:22,274.00000,80,-23.42062,-47.18386,17,Válido,113,14349,1,871,Retorno à velocidade normal,2751.10
494,SUR6A68,385349,862689070242307,2025-06-13 21:41:02,2025-06-13 21:41:16.610,2025-06-13 21:41:07,254.00000,9,-23.42202,-47.23317,17,Válido,85,14437,0,761,GTERI,2756.30
495,SUR6A68,385349,862689070242307,2025-06-13 21:43:15,2025-06-13 21:43:16.270,2025-06-13 21:43:16,288.00000,0,-23.41480,-47.25918,14,Válido,121,13524,0,737,Velocidade máxima excedida,2759.10
496,SUR6A68,385349,862689070242307,2025-06-13 21:43:22,2025-06-13 21:43:28.413,2025-06-13 21:43:23,274.00000,5,-23.41441,-47.26150,14,Válido,117,14549,0,871,Retorno à velocidade normal,2759.30
497,SUR6A68,385349,862689070242307,2025-06-13 21:43:32,2025-06-13 21:43:32.960,2025-06-13 21:43:33,266.00000,-1,-23.41450,-47.26471,17,Válido,120,13885,0,737,Velocidade máxima excedida,2759.70
498,SUR6A68,385349,862689070242307,2025-06-13 21:43:34,2025-06-13 21:43:34.913,2025-06-13 21:43:35,266.00000,-1,-23.41453,-47.26535,17,Válido,112,13933,0,871,Retorno à velocidade normal,2759.70
