Data/Hora Inclusão,Data/Hora Evento,GNSS UTC Time,IMEI,Sequência,Tipo Mensagem,Máscara Report,Máscara ERI,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites,Duração da Ignição,Precisão GNSS,Velocidade,Azimuth,Altitude,Latitude,Longitude,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On,ID,ID Report Type,Comando Customizado,Battery Status,Backup Battery Voltage,Network Type,RAT,Band,IGN Trigger Data,GNSS Trigger Type,Position Report Type,GNSS Signal Status,linha_arquivo_original,Linha,Delay,Log,motion_prefix,report_type
2025-06-13 19:12:20,2025-06-13 19:12:20,2025-06-13 19:12:19,867488061407846,37785.0,GTSTT,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13995.0,0.0,0000,0.0,0.0,12,12.0,-,1.0,0.2,21.0,761.0,-12.09117,-45.76714,724.0,2.0,937b,077ad20e,0.9,1439.4,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,1833,304,0.0,Não,1,
2025-06-13 19:12:21,2025-06-13 19:12:20,2025-06-13 19:12:20,867488061407846,37786.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13995.0,0.0,-,0.0,0.0,12,12.0,-,1.0,0.2,21.0,761.0,-12.091171,-45.767143,724.0,2.0,937b,077ad20e,0.9,1439.4,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,28.0,0.0,0.0,10.0,,1834,305,1.0,Não,1,10
2025-06-13 19:12:21,2025-06-13 19:12:21,2025-06-13 19:12:21,867488061407846,37787.0,GTIGL,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13995.0,0.0,0000,0.0,0.0,12,12.0,-,1.0,0.0,21.0,761.0,-12.091171,-45.767143,724.0,2.0,937b,077ad20e,0.9,1439.4,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,1.0,,1835,306,0.0,Não,1,1
2025-06-13 19:13:11,2025-06-13 19:13:11,2025-06-13 19:13:10,867488061407846,37788.0,GTSTT,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12754.0,0.0,0000,0.0,0.0,11,12.0,-,1.0,0.0,21.0,761.0,-12.091171,-45.767143,724.0,2.0,937b,077ad20e,0.9,1439.4,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,1836,307,0.0,Não,1,
2025-06-13 20:12:15,2025-06-13 20:12:15,2025-06-13 20:09:47,867488061407846,37849.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12761.0,0.0,-,0.0,0.0,11,12.0,-,1.0,0.0,21.0,761.0,-12.091171,-45.767143,724.0,2.0,937b,077ad212,0.9,1439.4,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,5.0,0.0,0.0,10.0,,1867,308,0.0,Não,1,10
2025-06-13 20:26:00,2025-06-13 20:26:00,2025-06-13 20:09:47,867488061407846,37864.0,GTIGN,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12478.0,0.0,0000,1.0,0.0,22,12.0,4420,0.0,0.0,21.0,761.0,-12.091171,-45.767143,724.0,2.0,937b,077ad212,0.0,1439.4,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,1875,309,0.0,Não,2,
2025-06-13 20:26:00,2025-06-13 20:26:00,2025-06-13 20:09:47,867488061407846,37865.0,GTSTT,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12478.0,0.0,0000,1.0,0.0,22,12.0,-,0.0,0.0,21.0,761.0,-12.091171,-45.767143,724.0,2.0,937b,077ad212,0.0,1439.4,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,1876,310,0.0,Não,2,
2025-06-13 20:26:11,2025-06-13 20:26:09,2025-06-13 20:26:09,867488061407846,37866.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13739.0,0.0,-,1.0,0.0,22,12.0,-,1.0,0.0,230.0,771.0,-12.090958,-45.767167,724.0,2.0,937b,077ad212,0.0,1439.4,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,5.0,0.0,0.0,10.0,,1877,311,2.0,Não,2,10
2025-06-13 20:26:11,2025-06-13 20:26:09,2025-06-13 20:26:09,867488061407846,37867.0,GTIGL,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13739.0,0.0,0000,1.0,0.0,22,12.0,-,1.0,0.0,230.0,771.0,-12.090958,-45.767167,724.0,2.0,937b,077ad212,0.0,1439.4,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,0.0,,1878,312,2.0,Não,2,0
2025-06-13 20:26:24,2025-06-13 20:26:24,2025-06-13 20:26:24,867488061407846,37868.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12950.0,0.0,-,1.0,0.0,22,12.0,-,1.0,13.5,263.0,761.0,-12.091179,-45.767284,724.0,2.0,937b,077ab28d,0.0,1439.5,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,1879,313,0.0,Não,2,11
2025-06-13 20:27:16,2025-06-13 20:27:16,2025-06-13 20:27:16,867488061407846,37869.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,14015.0,0.0,-,1.0,0.0,22,12.0,-,1.0,11.5,225.0,762.0,-12.091684,-45.770859,724.0,2.0,937b,077ad20f,0.4,1439.8,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,28.0,0.0,0.0,11.0,,1880,314,0.0,Não,2,11
2025-06-13 20:27:18,2025-06-13 20:27:18,2025-06-13 20:27:18,867488061407846,37870.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13568.0,0.0,-,1.0,0.0,22,12.0,-,1.0,23.3,185.0,762.0,-12.09177,-45.770883,724.0,2.0,937b,077ad20f,0.4,1439.9,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,28.0,0.0,0.0,11.0,,1881,315,0.0,Não,2,11
2025-06-13 20:28:26,2025-06-13 20:28:26,2025-06-13 20:28:26,867488061407846,37873.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,14027.0,0.0,-,1.0,0.0,22,12.0,-,1.0,19.0,233.0,756.0,-12.097427,-45.770159,724.0,2.0,937b,077ad212,1.1,1440.5,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,5.0,0.0,0.0,11.0,,1883,316,0.0,Não,2,11
2025-06-13 20:28:29,2025-06-13 20:28:29,2025-06-13 20:28:29,867488061407846,37874.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13950.0,0.0,-,1.0,0.0,22,12.0,-,1.0,25.6,263.0,757.0,-12.09746,-45.770328,724.0,2.0,937b,077ad212,1.1,1440.5,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,5.0,0.0,0.0,11.0,,1884,317,0.0,Não,2,11
2025-06-13 20:28:50,2025-06-13 20:28:50,2025-06-13 20:28:50,867488061407846,37875.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,14017.0,0.0,-,1.0,0.0,22,12.0,-,1.0,10.8,307.0,758.0,-12.097584,-45.771838,724.0,2.0,937b,077ad309,1.2,1440.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,11.0,,1885,318,0.0,Não,2,11
2025-06-13 20:28:56,2025-06-13 20:28:53,2025-06-13 20:28:53,867488061407846,37876.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,14017.0,0.0,-,1.0,0.0,22,12.0,-,1.0,8.1,346.0,758.0,-12.097529,-45.771861,724.0,2.0,937b,077ad309,1.3,1440.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,11.0,,1886,319,3.0,Não,2,11
2025-06-13 20:29:00,2025-06-13 20:29:00,2025-06-13 20:28:59,867488061407846,37877.0,GTIGF,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13984.0,0.0,0000,0.0,0.0,12,12.0,180,1.0,7.5,355.0,758.0,-12.097406,-45.771922,724.0,2.0,937b,077ad212,1.3,1440.7,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,1887,320,0.0,Não,1,
2025-06-13 20:29:00,2025-06-13 20:29:00,2025-06-13 20:28:59,867488061407846,37878.0,GTSTT,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13984.0,0.0,0000,0.0,0.0,12,12.0,-,1.0,7.5,355.0,758.0,-12.097406,-45.771922,724.0,2.0,937b,077ad212,1.3,1440.7,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,1888,321,0.0,Não,1,
2025-06-13 20:29:01,2025-06-13 20:29:01,2025-06-13 20:29:00,867488061407846,37879.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13984.0,0.0,-,0.0,0.0,12,12.0,-,1.0,2.5,356.0,758.0,-12.097395,-45.771923,724.0,2.0,937b,077ad212,1.3,1440.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,5.0,0.0,0.0,10.0,,1889,322,0.0,Não,1,10
2025-06-13 20:29:01,2025-06-13 20:29:01,2025-06-13 20:29:00,867488061407846,37880.0,GTIGL,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13984.0,0.0,0000,0.0,0.0,12,12.0,-,1.0,2.5,356.0,758.0,-12.097395,-45.771923,724.0,2.0,937b,077ad212,1.3,1440.7,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,1.0,,1890,323,0.0,Não,1,1
2025-06-13 20:29:50,2025-06-13 20:29:50,2025-06-13 20:29:50,867488061407846,37882.0,GTSTT,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12730.0,0.0,0000,0.0,0.0,11,12.0,-,1.0,0.0,356.0,758.0,-12.097386,-45.771927,724.0,2.0,937b,077ad212,1.3,1440.7,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,1892,324,0.0,Não,1,
2025-06-13 20:40:06,2025-06-13 20:35:12,2025-06-13 20:33:59,867488061407846,37888.0,GTPDP,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12716.0,0.0,0000,0.0,0.0,11,12.0,-,0.0,0.0,356.0,758.0,-12.097386,-45.771927,0.0,0.0,0000,00000000,1.3,1440.7,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,1896,325,294.0,Sim,1,
2025-06-13 20:49:26,2025-06-13 20:49:05,2025-06-13 20:33:59,867488061407846,37899.0,GTPDP,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12666.0,0.0,0000,0.0,0.0,11,12.0,-,0.0,0.0,356.0,758.0,-12.097386,-45.771927,0.0,0.0,0000,00000000,1.3,1440.7,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,1902,326,21.0,Não,1,
2025-06-13 21:28:55,2025-06-13 21:28:55,2025-06-13 21:26:29,867488061407846,37940.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12728.0,0.0,-,0.0,0.0,11,12.0,-,1.0,0.0,356.0,758.0,-12.097386,-45.771927,724.0,11.0,c4c9,00031f33,1.3,1440.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,28.0,0.0,0.0,10.0,,1922,327,0.0,Não,1,10
2025-06-13 22:28:55,2025-06-13 22:28:55,2025-06-13 22:26:36,867488061407846,38001.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12704.0,0.0,-,0.0,0.0,11,12.0,-,1.0,0.0,356.0,758.0,-12.097386,-45.771927,724.0,11.0,c4c9,00031f33,1.3,1440.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,28.0,0.0,0.0,10.0,,1953,328,0.0,Não,1,10
2025-06-13 23:28:55,2025-06-13 23:28:55,2025-06-13 23:26:54,867488061407846,38062.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12674.0,0.0,-,0.0,0.0,11,12.0,-,1.0,0.0,356.0,758.0,-12.097386,-45.771927,724.0,11.0,c4c9,00031f15,1.3,1440.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,10.0,,1984,329,0.0,Não,1,10
2025-06-14 00:28:55,2025-06-14 00:28:55,2025-06-14 00:26:28,867488061407846,38123.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12669.0,0.0,-,0.0,0.0,11,12.0,-,1.0,0.0,356.0,758.0,-12.097386,-45.771927,724.0,11.0,c4c9,0002ed34,1.3,1440.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,28.0,0.0,0.0,10.0,,2015,330,0.0,Não,1,10
2025-06-14 01:28:55,2025-06-14 01:28:55,2025-06-14 01:26:30,867488061407846,38184.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12658.0,0.0,-,0.0,0.0,11,12.0,-,1.0,0.0,356.0,758.0,-12.097386,-45.771927,724.0,11.0,c4c9,00031f15,1.3,1440.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,10.0,,2046,331,0.0,Não,1,10
2025-06-14 02:28:55,2025-06-14 02:28:55,2025-06-14 02:26:53,867488061407846,38245.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12648.0,0.0,-,0.0,0.0,11,12.0,-,1.0,0.0,356.0,758.0,-12.097386,-45.771927,724.0,11.0,c4c9,00031f15,1.3,1440.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,10.0,,2077,332,0.0,Não,1,10
2025-06-14 03:28:55,2025-06-14 03:28:55,2025-06-14 03:26:53,867488061407846,38306.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12640.0,0.0,-,0.0,0.0,11,12.0,-,1.0,0.0,356.0,758.0,-12.097386,-45.771927,724.0,11.0,c4c9,00031f15,1.3,1440.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,10.0,,2108,333,0.0,Não,1,10
2025-06-14 04:28:55,2025-06-14 04:28:55,2025-06-14 04:26:53,867488061407846,38367.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12631.0,0.0,-,0.0,0.0,11,12.0,-,1.0,0.0,356.0,758.0,-12.097386,-45.771927,724.0,11.0,c4c9,00031f15,1.3,1440.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,10.0,,2139,334,0.0,Não,1,10
2025-06-14 05:28:55,2025-06-14 05:28:55,2025-06-14 05:26:34,867488061407846,38428.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12540.0,0.0,-,0.0,0.0,11,12.0,-,1.0,0.0,356.0,758.0,-12.097386,-45.771927,724.0,11.0,c4c9,00031f15,1.3,1440.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,10.0,,2170,335,0.0,Não,1,10
2025-06-14 06:28:55,2025-06-14 06:28:55,2025-06-14 06:26:54,867488061407846,38489.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12616.0,0.0,-,0.0,0.0,11,12.0,-,1.0,0.0,356.0,758.0,-12.097386,-45.771927,724.0,11.0,c4c9,00031f15,1.3,1440.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,10.0,,2201,336,0.0,Não,1,10
2025-06-14 07:28:55,2025-06-14 07:28:55,2025-06-14 07:26:28,867488061407846,38550.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12611.0,0.0,-,0.0,0.0,11,12.0,-,1.0,0.0,356.0,758.0,-12.097386,-45.771927,724.0,11.0,c4c9,00031f15,1.3,1440.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,10.0,,2232,337,0.0,Não,1,10
2025-06-14 08:16:10,2025-06-14 08:16:10,2025-06-14 07:26:28,867488061407846,38599.0,GTIGN,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12395.0,0.0,0000,1.0,0.0,22,12.0,42430,0.0,0.0,356.0,758.0,-12.097386,-45.771927,724.0,11.0,c4c9,00031f15,0.0,1440.7,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,2257,338,0.0,Não,2,
2025-06-14 08:16:11,2025-06-14 08:16:10,2025-06-14 07:26:28,867488061407846,38600.0,GTSTT,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12395.0,0.0,0000,1.0,0.0,22,12.0,-,0.0,0.0,356.0,758.0,-12.097386,-45.771927,724.0,11.0,c4c9,00031f15,0.0,1440.7,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,2258,339,1.0,Não,2,
2025-06-14 08:16:19,2025-06-14 08:16:19,2025-06-14 08:16:19,867488061407846,38601.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13250.0,0.0,-,1.0,0.0,22,12.0,-,1.0,1.5,157.0,757.0,-12.097452,-45.77193,724.0,11.0,c4c9,00031f15,0.0,1440.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,10.0,,2259,340,0.0,Não,2,10
2025-06-14 08:16:19,2025-06-14 08:16:19,2025-06-14 08:16:19,867488061407846,38602.0,GTIGL,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13250.0,0.0,0000,1.0,0.0,22,12.0,-,1.0,1.5,157.0,757.0,-12.097452,-45.77193,724.0,11.0,c4c9,00031f15,0.0,1440.7,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,0.0,,2260,341,0.0,Não,2,0
2025-06-14 08:16:21,2025-06-14 08:16:21,2025-06-14 08:16:21,867488061407846,38603.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13787.0,0.0,-,1.0,0.0,22,12.0,-,1.0,4.2,263.0,758.0,-12.09746,-45.771942,724.0,11.0,c4c9,00031f15,0.0,1440.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,11.0,,2261,342,0.0,Não,2,11
2025-06-14 08:16:24,2025-06-14 08:16:24,2025-06-14 08:16:24,867488061407846,38604.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13793.0,0.0,-,1.0,0.0,22,12.0,-,1.0,8.4,301.0,761.0,-12.097457,-45.771992,724.0,11.0,c4c9,00031f0b,0.0,1440.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,2262,343,0.0,Não,2,11
2025-06-14 08:16:26,2025-06-14 08:16:26,2025-06-14 08:16:26,867488061407846,38605.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13793.0,0.0,-,1.0,0.0,22,12.0,-,1.0,16.7,350.0,762.0,-12.097403,-45.772016,724.0,11.0,c4c9,00031f0b,0.0,1440.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,2263,344,0.0,Não,2,11
2025-06-14 08:16:48,2025-06-14 08:16:48,2025-06-14 08:16:48,867488061407846,38606.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12957.0,0.0,-,1.0,0.0,22,12.0,-,1.0,23.2,302.0,762.0,-12.095547,-45.772307,724.0,11.0,c4c9,0002ed34,0.2,1440.9,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,28.0,0.0,0.0,11.0,,2264,345,0.0,Não,2,11
2025-06-14 08:16:50,2025-06-14 08:16:50,2025-06-14 08:16:50,867488061407846,38607.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12957.0,0.0,-,1.0,0.0,22,12.0,-,1.0,28.3,264.0,762.0,-12.095538,-45.772435,724.0,11.0,c4c9,0002ed34,0.2,1440.9,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,28.0,0.0,0.0,11.0,,2265,346,0.0,Não,2,11
2025-06-14 08:17:27,2025-06-14 08:17:27,2025-06-14 08:17:27,867488061407846,38608.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,14721.0,0.0,-,1.0,0.0,22,12.0,-,1.0,13.1,294.0,763.0,-12.095991,-45.775925,724.0,11.0,c4c9,00031f0b,0.6,1441.3,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,2266,347,0.0,Não,2,11
2025-06-14 08:17:29,2025-06-14 08:17:29,2025-06-14 08:17:29,867488061407846,38609.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13908.0,0.0,-,1.0,0.0,22,12.0,-,1.0,21.6,345.0,763.0,-12.095915,-45.775967,724.0,11.0,c4c9,00031f0b,0.6,1441.3,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,2267,348,0.0,Não,2,11
2025-06-14 08:17:43,2025-06-14 08:17:43,2025-06-14 08:17:43,867488061407846,38610.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13943.0,0.0,-,1.0,0.0,22,12.0,-,1.0,6.4,20.0,764.0,-12.094992,-45.776068,724.0,11.0,c4c9,00031f0b,0.7,1441.4,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,2268,349,0.0,Não,2,11
2025-06-14 08:17:45,2025-06-14 08:17:45,2025-06-14 08:17:45,867488061407846,38611.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13943.0,0.0,-,1.0,0.0,22,12.0,-,1.0,16.0,54.0,765.0,-12.094944,-45.776023,724.0,11.0,c4c9,00031f0b,0.7,1441.4,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,2269,350,0.0,Não,2,11
2025-06-14 08:18:10,2025-06-14 08:18:10,2025-06-14 08:18:10,867488061407846,38614.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13679.0,0.0,-,1.0,0.0,22,12.0,-,1.0,25.2,23.0,770.0,-12.094439,-45.773374,724.0,11.0,c4c9,00031f0b,1.0,1441.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,2271,351,0.0,Não,2,11
2025-06-14 08:18:12,2025-06-14 08:18:12,2025-06-14 08:18:12,867488061407846,38615.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13730.0,0.0,-,1.0,0.0,22,12.0,-,1.0,21.5,335.0,770.0,-12.09433,-45.773389,724.0,11.0,c4c9,00031f0b,1.0,1441.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,2272,352,0.0,Não,2,11
2025-06-14 08:18:14,2025-06-14 08:18:14,2025-06-14 08:18:14,867488061407846,38616.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13648.0,0.0,-,1.0,0.0,22,12.0,-,1.0,23.3,280.0,770.0,-12.09428,-45.773483,724.0,11.0,c4c9,00031f0b,1.0,1441.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,2273,353,0.0,Não,2,11
2025-06-14 08:18:55,2025-06-14 08:18:55,2025-06-14 08:18:55,867488061407846,38617.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,14038.0,0.0,-,1.0,0.0,22,12.0,-,1.0,39.3,241.0,763.0,-12.094656,-45.778416,724.0,11.0,c4c9,00031f15,1.6,1442.3,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,11.0,,2274,354,0.0,Não,2,11
2025-06-14 08:18:58,2025-06-14 08:18:58,2025-06-14 08:18:58,867488061407846,38618.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,14038.0,0.0,-,1.0,0.0,22,12.0,-,1.0,40.0,206.0,762.0,-12.094878,-45.778615,724.0,11.0,c4c9,00031f15,1.6,1442.3,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,11.0,,2275,355,0.0,Não,2,11
2025-06-14 08:19:01,2025-06-14 08:19:01,2025-06-14 08:19:01,867488061407846,38619.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,14038.0,0.0,-,1.0,0.0,22,12.0,-,1.0,39.4,169.0,762.0,-12.095168,-45.778643,724.0,11.0,c4c9,00031f17,1.7,1442.3,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,11.0,,2276,356,0.0,Não,2,11
2025-06-14 08:19:04,2025-06-14 08:19:04,2025-06-14 08:19:04,867488061407846,38620.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,14038.0,0.0,-,1.0,0.0,22,12.0,-,1.0,40.2,135.0,761.0,-12.095423,-45.778485,724.0,11.0,c4c9,00031f17,1.7,1442.4,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,11.0,,2277,357,0.0,Não,2,11
2025-06-14 08:19:09,2025-06-14 08:19:09,2025-06-14 08:19:09,867488061407846,38621.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13979.0,0.0,-,1.0,0.0,22,12.0,-,1.0,34.8,171.0,761.0,-12.095766,-45.778239,724.0,11.0,c4c9,00031f17,1.7,1442.4,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,11.0,,2278,358,0.0,Não,2,11
2025-06-14 08:19:16,2025-06-14 08:19:16,2025-06-14 08:19:15,867488061407846,38622.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13941.0,0.0,-,1.0,0.0,22,12.0,-,1.0,24.3,200.0,761.0,-12.096281,-45.778199,724.0,11.0,c4c9,00031f17,1.8,1442.5,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,10.0,,2279,359,0.0,Não,2,10
2025-06-14 08:19:16,2025-06-14 08:19:16,2025-06-14 08:19:16,867488061407846,38623.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13941.0,0.0,-,1.0,0.0,22,12.0,-,1.0,25.9,233.0,761.0,-12.096326,-45.778243,724.0,11.0,c4c9,00031f17,1.8,1442.5,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,11.0,,2280,360,0.0,Não,2,11
2025-06-14 08:19:24,2025-06-14 08:19:24,2025-06-14 08:19:24,867488061407846,38624.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13186.0,0.0,-,1.0,0.0,22,12.0,-,1.0,37.6,263.0,761.0,-12.096431,-45.778893,724.0,11.0,c4c9,00031f17,1.9,1442.6,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,11.0,,2281,361,0.0,Não,2,11
