Data/Hora Inclusão,Data/Hora Evento,GNSS UTC Time,IMEI,Sequência,Tipo Mensagem,Máscara Report,Máscara ERI,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites,Duração da Ignição,Precisão GNSS,Velocidade,Azimuth,Altitude,Latitude,Longitude,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On,ID,ID Report Type,Comando Customizado,Battery Status,Backup Battery Voltage,Network Type,RAT,Band,IGN Trigger Data,GNSS Trigger Type,Position Report Type,GNSS Signal Status,Linha Original
2025-06-23 06:52:20,2025-06-23 06:52:20,2025-06-23 06:52:20,867488061395116,12704.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13558.0,0.0,-,1.0,0.0,22,12.0,-,1.0,19.9,47.0,31.0,-32.243646,-53.068563,724.0,5.0,a05d,08197c0e,3.0,934.3,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,11.0,,10614
2025-06-23 06:52:54,2025-06-23 06:52:54,2025-06-23 06:52:53,867488061395116,12705.0,GTIGF,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13900.0,0.0,0000,0.0,0.0,12,12.0,709,1.0,42.2,44.0,32.0,-32.239098,-53.064027,724.0,5.0,a05d,08197c0e,3.7,935.0,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,10615
2025-06-23 06:52:54,2025-06-23 06:52:54,2025-06-23 06:52:53,867488061395116,12706.0,GTSTT,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13900.0,0.0,0000,0.0,0.0,12,12.0,-,1.0,42.2,44.0,32.0,-32.239098,-53.064027,724.0,5.0,a05d,08197c0e,3.7,935.0,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,10616
2025-06-23 06:52:55,2025-06-23 06:52:54,2025-06-23 06:52:54,867488061395116,12707.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13900.0,0.0,-,0.0,0.0,12,12.0,-,1.0,33.3,42.0,32.0,-32.239032,-53.063955,724.0,5.0,a05d,08197c0e,3.7,935.0,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,10.0,,10617
2025-06-23 06:52:55,2025-06-23 06:52:54,2025-06-23 06:52:54,867488061395116,12708.0,GTIGL,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13900.0,0.0,0000,0.0,0.0,12,12.0,-,1.0,33.3,42.0,32.0,-32.239032,-53.063955,724.0,5.0,a05d,08197c0e,3.7,935.0,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,1.0,,10618
2025-06-23 06:52:56,2025-06-23 06:52:55,2025-06-23 06:52:55,867488061395116,12709.0,GTIGN,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13900.0,0.0,0000,1.0,0.0,22,12.0,2,1.0,25.2,41.0,32.0,-32.238981,-53.063901,724.0,5.0,a05d,08197c0e,0.0,935.0,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,10619
2025-06-23 06:52:56,2025-06-23 06:52:55,2025-06-23 06:52:55,867488061395116,12710.0,GTSTT,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13900.0,0.0,0000,1.0,0.0,22,12.0,-,1.0,25.2,41.0,32.0,-32.238981,-53.063901,724.0,5.0,a05d,08197c0e,0.0,935.0,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,10620
2025-06-23 06:52:57,2025-06-23 06:52:56,2025-06-23 06:52:56,867488061395116,12711.0,GTIGL,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13900.0,0.0,0000,1.0,0.0,22,12.0,-,1.0,16.3,42.0,33.0,-32.238945,-53.063864,724.0,5.0,a05d,08197c0e,0.0,935.0,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,0.0,,10621
2025-06-23 06:53:00,2025-06-23 06:53:00,2025-06-23 06:53:00,867488061395116,12712.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13203.0,0.0,-,1.0,0.0,22,12.0,-,1.0,6.1,41.0,33.0,-32.238879,-53.063794,724.0,5.0,a05d,08197c0e,0.0,935.0,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,10.0,,10622
2025-06-23 06:56:06,2025-06-23 06:56:05,2025-06-23 06:56:04,867488061395116,12715.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13266.0,0.0,-,1.0,0.0,22,12.0,-,1.0,78.6,50.0,53.0,-32.213712,-53.032608,724.0,5.0,a05d,08165a0b,4.1,939.1,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,28.0,0.0,0.0,10.0,,10625
2025-06-23 06:59:06,2025-06-23 06:59:05,2025-06-23 06:59:04,867488061395116,12717.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13227.0,0.0,-,1.0,0.0,22,12.0,-,1.0,101.4,47.0,43.0,-32.184943,-52.999197,724.0,5.0,c321,0816671a,8.6,943.6,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,5.0,0.0,0.0,10.0,,10627
2025-06-23 07:02:56,2025-06-23 07:01:54,2025-06-23 07:01:55,867488061395116,12720.0,GTPDP,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13235.0,0.0,0000,1.0,0.0,22,12.0,-,1.0,103.7,33.0,68.0,-32.151714,-52.966155,724.0,5.0,a05d,08165a0b,13.5,948.4,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,10630
2025-06-23 07:02:57,2025-06-23 07:02:05,2025-06-23 07:02:04,867488061395116,12721.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13131.0,0.0,-,1.0,0.0,22,12.0,-,1.0,105.1,31.0,59.0,-32.14972,-52.964707,724.0,5.0,c321,0816671a,13.8,948.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,5.0,0.0,0.0,10.0,,10631
2025-06-23 07:06:27,2025-06-23 07:05:05,2025-06-23 07:05:04,867488061395116,12723.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13267.0,0.0,-,1.0,0.0,22,12.0,-,1.0,97.7,49.0,83.0,-32.115352,-52.929997,724.0,5.0,c321,0816671a,18.9,953.9,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,5.0,0.0,0.0,10.0,,10634
2025-06-23 07:06:26,2025-06-23 07:05:24,2025-06-23 07:05:25,867488061395116,12724.0,GTPDP,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13261.0,0.0,0000,1.0,0.0,22,12.0,-,1.0,100.8,39.0,88.0,-32.111499,-52.925809,724.0,5.0,c321,0816671a,19.4,954.4,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,10633
2025-06-23 07:09:38,2025-06-23 07:08:05,2025-06-23 07:08:04,867488061395116,12725.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13230.0,0.0,-,1.0,0.0,22,12.0,-,1.0,101.7,40.0,61.0,-32.082084,-52.89325,724.0,5.0,c321,08166719,24.0,958.9,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,5.0,0.0,0.0,10.0,,10637
2025-06-23 07:09:37,2025-06-23 07:08:35,2025-06-23 07:08:35,867488061395116,12727.0,GTPDP,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13237.0,0.0,0000,1.0,0.0,22,12.0,-,1.0,98.2,40.0,81.0,-32.076216,-52.887509,724.0,5.0,c321,08166719,24.8,959.8,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,10636
2025-06-23 07:11:07,2025-06-23 07:11:06,2025-06-23 07:11:05,867488061395116,12728.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13391.0,0.0,-,1.0,0.0,22,12.0,-,1.0,103.3,39.0,23.0,-32.047112,-52.858986,724.0,5.0,c321,08166719,29.0,964.0,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,5.0,0.0,0.0,10.0,,10638
2025-06-23 07:14:08,2025-06-23 07:14:06,2025-06-23 07:14:05,867488061395116,12731.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13238.0,0.0,-,1.0,0.0,22,12.0,-,1.0,98.7,39.0,76.0,-32.012056,-52.824676,724.0,5.0,c321,08166719,34.1,969.1,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,5.0,0.0,0.0,10.0,,10641
2025-06-23 07:17:07,2025-06-23 07:17:06,2025-06-23 07:17:05,867488061395116,12733.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13251.0,0.0,-,1.0,0.0,22,12.0,-,1.0,100.0,39.0,39.0,-31.977769,-52.791158,724.0,5.0,c321,08166e1a,39.1,974.0,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,5.0,0.0,0.0,10.0,,10643
2025-06-23 07:20:07,2025-06-23 07:20:06,2025-06-23 07:20:05,867488061395116,12736.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13221.0,0.0,-,1.0,0.0,22,12.0,-,1.0,92.8,39.0,32.0,-31.944034,-52.758215,724.0,5.0,c321,08166e19,43.9,978.9,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,5.0,0.0,0.0,10.0,,10646
2025-06-23 07:22:45,2025-06-23 07:22:45,2025-06-23 07:22:45,867488061395116,12738.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13241.0,0.0,-,1.0,0.0,22,12.0,-,1.0,97.6,69.0,40.0,-31.924559,-52.720662,724.0,5.0,c321,08166e19,48.1,983.1,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,5.0,0.0,0.0,11.0,,10648
2025-06-23 07:23:07,2025-06-23 07:23:06,2025-06-23 07:23:05,867488061395116,12739.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13243.0,0.0,-,1.0,0.0,22,12.0,-,1.0,97.1,76.0,36.0,-31.923283,-52.715099,724.0,5.0,c321,08166e19,48.7,983.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,5.0,0.0,0.0,10.0,,10649
2025-06-23 07:26:03,2025-06-23 07:26:03,2025-06-23 07:26:03,867488061395116,12742.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13244.0,0.0,-,1.0,0.0,22,12.0,-,1.0,101.2,46.0,24.0,-31.906426,-52.667516,724.0,5.0,c321,08166e19,53.6,988.5,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,5.0,0.0,0.0,11.0,,10652
2025-06-23 07:26:10,2025-06-23 07:26:06,2025-06-23 07:26:05,867488061395116,12743.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13187.0,0.0,-,1.0,0.0,22,12.0,-,1.0,100.5,42.0,24.0,-31.906067,-52.667101,724.0,5.0,c321,08166e19,53.7,988.6,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,28.0,0.0,0.0,10.0,,10653
2025-06-23 07:29:09,2025-06-23 07:29:06,2025-06-23 07:29:05,867488061395116,12745.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13255.0,0.0,-,1.0,0.0,22,12.0,-,1.0,96.7,57.0,32.0,-31.877174,-52.628255,724.0,5.0,a05d,0819090a,58.6,993.6,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,28.0,0.0,0.0,10.0,,10655
2025-06-23 07:35:12,2025-06-23 07:32:06,2025-06-23 07:32:05,867488061395116,12749.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13258.0,0.0,-,1.0,0.0,22,12.0,-,1.0,101.0,57.0,32.0,-31.853324,-52.584708,724.0,5.0,a05d,0819090e,63.5,998.5,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,10.0,,10658
2025-06-23 07:35:11,2025-06-23 07:34:38,2025-06-23 07:34:38,867488061395116,12750.0,GTPDP,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13231.0,0.0,0000,1.0,0.0,22,12.0,-,1.0,99.8,42.0,28.0,-31.831569,-52.550352,0.0,0.0,0000,00000000,67.6,1002.5,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,10657
2025-06-23 07:35:12,2025-06-23 07:35:06,2025-06-23 07:35:05,867488061395116,12751.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13228.0,0.0,-,1.0,0.0,22,12.0,-,1.0,100.8,56.0,27.0,-31.827018,-52.544428,0.0,0.0,0000,00000000,68.4,1003.3,0:00:00,0:00:00,-,-,0.0,-,,,,,0.0,0.0,0.0,0.0,10.0,,10659
2025-06-23 07:38:07,2025-06-23 07:38:06,2025-06-23 07:38:05,867488061395116,12753.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13276.0,0.0,-,1.0,0.0,22,12.0,-,1.0,95.7,49.0,32.0,-31.808325,-52.504825,724.0,5.0,a05d,0818680b,72.7,1007.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,28.0,0.0,0.0,10.0,,10661
2025-06-23 07:41:07,2025-06-23 07:41:06,2025-06-23 07:41:05,867488061395116,12755.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13230.0,0.0,-,1.0,0.0,22,12.0,-,1.0,102.3,49.0,13.0,-31.779704,-52.46528,724.0,5.0,a05d,0818680b,77.6,1012.6,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,28.0,0.0,0.0,10.0,,10663
2025-06-23 07:44:07,2025-06-23 07:44:06,2025-06-23 07:44:05,867488061395116,12758.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13990.0,0.0,-,1.0,0.0,22,12.0,-,1.0,22.6,54.0,19.0,-31.757243,-52.433998,724.0,5.0,a05d,0818681d,81.5,1016.4,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,10.0,,10666
2025-06-23 07:44:14,2025-06-23 07:44:13,2025-06-23 07:44:14,867488061395116,12759.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13990.0,0.0,-,1.0,0.0,22,12.0,-,1.0,15.1,13.0,18.0,-31.756953,-52.433666,724.0,5.0,a05d,0818681d,81.5,1016.5,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,10667
2025-06-23 07:44:17,2025-06-23 07:44:16,2025-06-23 07:44:17,867488061395116,12760.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13990.0,0.0,-,1.0,0.0,22,12.0,-,1.0,14.6,334.0,18.0,-31.756847,-52.433686,724.0,5.0,a05d,0818681d,81.5,1016.5,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,10668
2025-06-23 07:44:20,2025-06-23 07:44:19,2025-06-23 07:44:20,867488061395116,12761.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13990.0,0.0,-,1.0,0.0,22,12.0,-,1.0,15.7,302.0,19.0,-31.756769,-52.433777,724.0,5.0,a05d,0818681d,81.5,1016.5,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,10669
2025-06-23 07:44:24,2025-06-23 07:44:23,2025-06-23 07:44:24,867488061395116,12762.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13243.0,0.0,-,1.0,0.0,22,12.0,-,1.0,35.2,268.0,19.0,-31.756712,-52.434085,724.0,5.0,a05d,0818681d,81.6,1016.5,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,10670
2025-06-23 07:45:17,2025-06-23 07:45:16,2025-06-23 07:45:17,867488061395116,12764.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13923.0,0.0,-,1.0,0.0,22,12.0,-,1.0,16.3,312.0,30.0,-31.755861,-52.443186,724.0,5.0,a05d,0818681d,82.4,1017.4,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,10672
2025-06-23 07:45:21,2025-06-23 07:45:20,2025-06-23 07:45:21,867488061395116,12765.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13984.0,0.0,-,1.0,0.0,22,12.0,-,1.0,22.1,344.0,28.0,-31.755688,-52.443275,724.0,5.0,a05d,0818681d,82.5,1017.4,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,10673
2025-06-23 07:45:34,2025-06-23 07:45:33,2025-06-23 07:45:34,867488061395116,12766.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13961.0,0.0,-,1.0,0.0,22,12.0,-,1.0,20.3,308.0,29.0,-31.755043,-52.443479,724.0,5.0,a05d,0818681d,82.5,1017.5,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,10674
2025-06-23 07:45:40,2025-06-23 07:45:39,2025-06-23 07:45:40,867488061395116,12767.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13961.0,0.0,-,1.0,0.0,22,12.0,-,1.0,14.1,339.0,28.0,-31.754839,-52.443686,724.0,5.0,a05d,08186801,82.6,1017.5,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,7.0,0.0,0.0,11.0,,10675
2025-06-23 07:45:47,2025-06-23 07:45:46,2025-06-23 07:45:47,867488061395116,12768.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13883.0,0.0,-,1.0,0.0,22,12.0,-,1.0,7.3,9.0,28.0,-31.75471,-52.443706,724.0,5.0,a05d,08186801,82.6,1017.5,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,7.0,0.0,0.0,11.0,,10676
2025-06-23 07:45:54,2025-06-23 07:45:53,2025-06-23 07:45:54,867488061395116,12769.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13935.0,0.0,-,1.0,0.0,22,12.0,-,1.0,7.7,310.0,27.0,-31.754567,-52.44367,724.0,5.0,a05d,08186801,82.6,1017.6,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,7.0,0.0,0.0,11.0,,10677
2025-06-23 07:45:56,2025-06-23 07:45:55,2025-06-23 07:45:56,867488061395116,12770.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13935.0,0.0,-,1.0,0.0,22,12.0,-,1.0,3.8,276.0,27.0,-31.754562,-52.4437,724.0,5.0,a05d,08186801,82.6,1017.6,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,7.0,0.0,0.0,11.0,,10678
2025-06-23 07:46:19,2025-06-23 07:46:18,2025-06-23 07:46:18,867488061395116,12771.0,GTIGF,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,14031.0,0.0,0000,0.0,0.0,12,12.0,3203,1.0,0.0,276.0,27.0,-31.754563,-52.443705,724.0,5.0,a05d,08186809,82.6,1017.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,10679
2025-06-23 07:46:19,2025-06-23 07:46:18,2025-06-23 07:46:18,867488061395116,12772.0,GTSTT,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,14031.0,0.0,0000,0.0,0.0,12,12.0,-,1.0,0.0,276.0,27.0,-31.754563,-52.443705,724.0,5.0,a05d,08186809,82.6,1017.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,10680
2025-06-23 07:46:20,2025-06-23 07:46:19,2025-06-23 07:46:19,867488061395116,12773.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,14031.0,0.0,-,0.0,0.0,12,12.0,-,1.0,0.0,276.0,27.0,-31.754563,-52.443705,724.0,5.0,a05d,08186809,82.6,1017.6,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,28.0,0.0,0.0,10.0,,10681
2025-06-23 07:46:20,2025-06-23 07:46:19,2025-06-23 07:46:19,867488061395116,12774.0,GTIGL,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,14031.0,0.0,0000,0.0,0.0,12,12.0,-,1.0,0.0,276.0,27.0,-31.754563,-52.443705,724.0,5.0,a05d,08186809,82.6,1017.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,1.0,,10682
2025-06-23 07:47:23,2025-06-23 07:47:22,2025-06-23 07:47:22,867488061395116,12776.0,GTSTT,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12915.0,0.0,0000,0.0,0.0,11,12.0,-,1.0,0.0,276.0,27.0,-31.754563,-52.443705,724.0,5.0,a05d,0818680d,82.6,1017.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,10684
2025-06-23 07:47:32,2025-06-23 07:47:31,2025-06-23 07:47:31,867488061395116,12777.0,GTIGN,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12915.0,0.0,0000,1.0,0.0,22,12.0,73,1.0,0.0,276.0,27.0,-31.754563,-52.443705,724.0,5.0,a05d,0818680d,0.0,1017.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,10685
2025-06-23 07:47:32,2025-06-23 07:47:31,2025-06-23 07:47:31,867488061395116,12778.0,GTSTT,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12915.0,0.0,0000,1.0,0.0,22,12.0,-,1.0,0.0,276.0,27.0,-31.754563,-52.443705,724.0,5.0,a05d,0818680d,0.0,1017.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,10686
2025-06-23 07:47:32,2025-06-23 07:47:32,2025-06-23 07:47:32,867488061395116,12779.0,GTIGL,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12915.0,0.0,0000,1.0,0.0,22,12.0,-,1.0,0.0,276.0,27.0,-31.754563,-52.443705,724.0,5.0,a05d,0818680d,0.0,1017.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,0.0,,10687
2025-06-23 07:47:35,2025-06-23 07:47:34,2025-06-23 07:47:34,867488061395116,12780.0,GTIGF,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12463.0,0.0,0000,0.0,0.0,12,12.0,3,1.0,0.0,276.0,27.0,-31.754563,-52.443705,724.0,5.0,a05d,0818680d,0.0,1017.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,10688
2025-06-23 07:47:35,2025-06-23 07:47:34,2025-06-23 07:47:34,867488061395116,12781.0,GTSTT,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12463.0,0.0,0000,0.0,0.0,12,12.0,-,1.0,0.0,276.0,27.0,-31.754563,-52.443705,724.0,5.0,a05d,0818680d,0.0,1017.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,10689
2025-06-23 07:47:36,2025-06-23 07:47:35,2025-06-23 07:47:35,867488061395116,12782.0,GTIGL,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12463.0,0.0,0000,0.0,0.0,12,12.0,-,1.0,0.0,276.0,27.0,-31.754563,-52.443705,724.0,5.0,a05d,0818680d,0.0,1017.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,1.0,,10690
2025-06-23 07:48:41,2025-06-23 07:48:41,2025-06-23 07:48:40,867488061395116,12783.0,GTSTT,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12785.0,0.0,0000,0.0,0.0,11,12.0,-,1.0,0.0,276.0,27.0,-31.754563,-52.443705,724.0,5.0,a05d,0818680d,0.0,1017.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,10691
2025-06-23 08:46:15,2025-06-23 08:46:14,2025-06-23 08:43:47,867488061395116,12813.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12883.0,0.0,-,0.0,0.0,11,12.0,-,1.0,0.0,276.0,27.0,-31.754563,-52.443705,724.0,5.0,a05d,0818681d,0.0,1017.6,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,10.0,,10721
2025-06-23 09:46:15,2025-06-23 09:46:14,2025-06-23 09:43:46,867488061395116,12844.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12856.0,0.0,-,0.0,0.0,11,12.0,-,1.0,0.0,276.0,27.0,-31.754563,-52.443705,724.0,5.0,a05d,0818681d,0.0,1017.6,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,10.0,,10752
2025-06-23 10:46:15,2025-06-23 10:46:14,2025-06-23 10:44:05,867488061395116,12875.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12833.0,0.0,-,0.0,0.0,11,7.0,-,1.0,0.0,276.0,27.0,-31.754563,-52.443705,724.0,5.0,a05d,0818681d,0.0,1017.6,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,10.0,,10783
2025-06-23 11:46:15,2025-06-23 11:46:14,2025-06-23 11:43:48,867488061395116,12906.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12775.0,0.0,-,0.0,0.0,11,5.0,-,1.0,0.0,276.0,27.0,-31.754563,-52.443705,724.0,5.0,a05d,0818681d,0.0,1017.6,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,10.0,,10814
2025-06-23 12:46:15,2025-06-23 12:46:14,2025-06-23 12:44:01,867488061395116,12937.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12813.0,0.0,-,0.0,0.0,11,9.0,-,1.0,0.0,276.0,27.0,-31.754563,-52.443705,724.0,5.0,a05d,08186801,0.0,1017.6,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,7.0,0.0,0.0,10.0,,10845
2025-06-23 13:46:15,2025-06-23 13:46:14,2025-06-23 13:43:52,867488061395116,12968.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12797.0,0.0,-,0.0,0.0,11,6.0,-,1.0,0.0,276.0,27.0,-31.754563,-52.443705,724.0,5.0,a05d,0818681d,0.0,1017.6,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,10.0,,10876
2025-06-23 14:46:15,2025-06-23 14:46:14,2025-06-23 14:43:50,867488061395116,12999.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12779.0,0.0,-,0.0,0.0,11,6.0,-,1.0,0.0,276.0,27.0,-31.754563,-52.443705,724.0,5.0,a05d,0818681d,0.0,1017.6,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,10.0,,10907
